,fighter,height,reach,stance,dob,fighter_id
1983,Ibragim Magomedov,72.0,,Orthodox,,e7e970d508529bf3
1984,Rashid Magomedov,69.0,70.0,Orthodox,,7ea1f74cef32f906
1985,Ruslan Magomedov,75.0,78.0,Orthodox,,369e1ce458ef50a6
1986,Abus Magomedov,74.0,,,,36b8f265bcd1b7a4
1987,Zabit Magomedsharipov,73.0,73.0,Orthodox,,87aa9fb63d6b51a1
1988,John Maguire,69.0,69.0,Southpaw,1983-05-19,1a7745388839e52b
1989,Lolohea Mahe,,,,,fb0b6593cec84356
1990,Michelle Maher,,,,,118463dd8db16e7f
1991,Maheshate,72.0,71.0,Orthodox,,8c1ca54b5089d199
1992,Bill Mahood,75.0,,Orthodox,,ae58685caf8e4a0d
1993,Klayton Mai,69.0,,,,7a9c1bb08a743d7f
1994,Demian Maia,73.0,72.0,Southpaw,,427b5953ac8e3a27
1995,Jennifer Maia,64.0,64.0,Orthodox,,8e1f36476ef02a6a
1996,Levan Makashvili,68.0,68.0,Orthodox,,938ad489fb7a1f31
1997,John Makdessi,68.0,68.0,Orthodox,1985-05-03,c21a036b4e012f1c
1998,Islam Makhachev,70.0,70.0,Southpaw,,275aca31f61ba28c
1999,Aliev Makhmud,66.0,,Southpaw,,3d481aa374c954a1
2000,Zach Makovsky,64.0,64.0,Southpaw,,57ab4d7c0bc09a30
2001,Jeremy Malaterre,71.0,,,,110404b505fb562c
2002,Fabio Maldonado,73.0,75.0,Orthodox,,1fb80f46d3c105d9
2003,Marvin Maldonado,66.0,,,,e5ce754b01f922be
2004,Bea Malecki,69.0,74.0,Orthodox,,b60c980f79b87ce8
2005,Nazareno Malegarie,68.0,,,1986-05-16,d38e8c6ae2dfc051
2006,Carl Malenko,71.0,,Orthodox,,a314687f372b2cec
2007,Jacob Malkoun,69.0,73.0,Orthodox,,d4270315cbcf2569
2008,Mike Malott,73.0,73.0,Orthodox,,dd6103dd7127db1d
2009,Troy Mandaloniz,69.0,,Orthodox,,725a834930c2b5bf
2010,Nate Maness,70.0,72.0,Orthodox,,6e9f40c706f91f32
2011,Michael Mangan,,,,,9297ce6eee046f7a
2012,Gary Mangat,67.0,,,,1c0ffc63d8ec8f45
2013,Melvin Manhoef,69.0,,Orthodox,1976-05-11,e5767ed355a937c2
2014,Melchor Manibusan,65.0,,Southpaw,,b6c6d1731ff00eeb
2015,Jon Manley,73.0,,Orthodox,,a0602dd050bebefc
2016,Steve Mann,73.0,,,,0eef1bf99afd4ff2
2017,Chris Manuel,69.0,,Orthodox,,a23e63184c65f5b8
2018,Jimi Manuwa,73.0,79.0,Orthodox,,1e1dbd1cc5a7469e
2019,Cristiano Marcello,69.0,72.0,Orthodox,,ff4c3ab594c7fac3
2020,Jose Maria,65.0,,Orthodox,,b35ba64b6a2bbcb3
2021,Marcos Mariano,73.0,76.0,Switch,,72e5e5a6edfa8223
2022,Enrique Marin,70.0,,,,23a6e307077c6ccc
2023,Ronny Markes,73.0,75.0,Orthodox,,bd21a1e3d41c97ee
2024,Rory Markham,72.0,71.0,Orthodox,,23a16ebe733e3041
2025,Randa Markos,64.0,63.0,Orthodox,,4a57ebb14315b251
2026,Christina Marks,67.0,69.0,Orthodox,,c7be22a47a58365a
2027,Nate Marquardt,72.0,74.0,Orthodox,,a8e6a69796280f17
2028,Danilo Marques,78.0,77.0,Orthodox,,687c15b2eddfaa63
2029,Julian Marquez,74.0,72.0,Orthodox,1990-05-08,d0e1b42d41dab603
2030,Carmelo Marrero,72.0,73.0,Orthodox,,aa03a3ca00ac6827
2031,Cesar Marscucci,,,,,e8efeb9cf33b1941
2032,John Marsh,72.0,,Orthodox,,b6b12014698cc345
2033,CJ Marsh,,,,,4c91eb190d5e0dd9
2034,Eliot Marshall,74.0,77.0,Orthodox,,a08d909a5be6f410
2035,Doug Marshall,70.0,,Orthodox,,0c1773639c795466
2036,David Marshall,74.0,,,,0a2813f89a758ff7
2037,Jack Marshman,72.0,73.0,Orthodox,,045f25b3a4c08e81
2038,Terry Martin,68.0,71.0,Orthodox,,6a92caba39b64752
2039,Eric Martin,,,,,abbc4fc02e0d84b3
2040,Justin Martin,72.0,,,,3da19339ee7051d5
2041,Dave Martin,72.0,,,,92c96df8bdab5fea
2042,Joe Martin,69.0,,,,325550dab63fb25a
2043,Anthony Rocco Martin,72.0,73.0,Orthodox,,5331b25a60417ffb
2044,Mallory Martin,64.0,63.0,Orthodox,,19b7738321cfae42
2045,Michal Martinek,74.0,,Southpaw,,9acf42aebe9bb895
2046,Rainy Martinez,72.0,,Orthodox,,577ec7e108b94be3
2047,Danny Martinez,66.0,67.0,Orthodox,,8a9c6c4301f6d088
2048,Alonzo Martinez,70.0,,,,feffee4fc6da3aa3
2049,Henry Martinez,67.0,69.0,Southpaw,,76729a829623e266
2050,Jonathan Martinez,68.0,70.0,Southpaw,,f2477cf43c4975cc
2051,Poppies Martinez,69.0,,,,8851bb0418d27d28
2052,Andrew Martinez,69.0,,,,f8c2aba4815876b5
2053,Mana Martinez,70.0,70.0,Orthodox,,c0386644627a7ee5
2054,Victor Martinez,68.0,70.0,Orthodox,,3e708ce33b6b18e6
2055,Roque Martinez,70.0,72.0,Orthodox,,2c5a0b8317f8f27a
2056,Wagner da Conceicao Martins,79.0,,Orthodox,1978-05-19,563d051c9e769b24
2057,Adriano Martins,70.0,72.0,Southpaw,,7dcf06c1967801c1
2058,Lucas Martins,72.0,72.0,Southpaw,,7413b80dbb0f8f9f
2059,Max Martyniouk,,,,,69d3fa376ff2595e
2060,Bristol Marunde,73.0,75.0,Orthodox,,a17322f99ddfd8e9
2061,Shoji Maruyama,67.0,,Orthodox,,c046100aea0dba9a
2062,Mike Massenzio,74.0,73.0,Southpaw,,5b2d7906aa894274
2063,Jameel Massouh,70.0,72.0,Orthodox,,883922e5cd6d8473
2064,Tiffany Masters,63.0,65.0,Orthodox,,ca743f96dd2063d5
2065,Jorge Masvidal,71.0,74.0,Orthodox,,47b9e0e7703a4868
2066,Al Matavao,68.0,67.0,Orthodox,,eec3fe66a8b11a26
2067,Tateki Matsuda,67.0,,Orthodox,,3a524c6700addc24
2068,Daijiro Matsui,69.0,,Orthodox,,cd42bbe8887bba90
2069,Koichiro Matsumoto,67.0,,,,2fb6f197d1fbc779
2070,Naoki Matsushita,66.0,,Orthodox,,990060b2a68a7b82
2071,AJ Matthews,71.0,,,,18e4f61f16f458c6
2072,Jake Matthews,71.0,73.0,Orthodox,,a845f0735bc67405
2073,Claudio Mattos,,,Orthodox,,6e2b1d631832921d
2074,John Matua,74.0,,Orthodox,,c933d423ebdbbbdb
2075,Francesco Maturi,,,,,d3b5ad3b15a64a18
2076,Vladimir Matyushenko,72.0,74.0,Orthodox,,ccdd90bd1fc7dab6
2077,Miranda Maverick,63.0,65.0,Southpaw,,f29a6350c69f4a33
2078,Nick Maximov,72.0,76.0,Southpaw,,12585614e0ed2626
2079,Elaina Maxwell,68.0,,Orthodox,,a16ce18149021139
2080,Jeremy May,73.0,,,,c32fdfe75cda5b22
2081,Jack May,80.0,,Switch,,2c6e81426dd7573c
2082,Don'Tale Mayes,78.0,81.0,Orthodox,,1a9480fc288e55d7
2083,Gray Maynard,69.0,70.0,Orthodox,1979-05-09,7d96bc577e5178b2
2084,Brooke Mayo,67.0,,,,1b41c21d947d6f2f
2085,Gina Mazany,66.0,68.0,Southpaw,,016a8d958883167c
2086,Sabina Mazo,67.0,70.0,Orthodox,,70d2329a92864fdb
2087,Scott McAfee,68.0,,Orthodox,,7e7d81bf162a5ec1
2088,Bobby McAndrews,,,Orthodox,,ef6f45095119d416
2089,Michael McBride,73.0,,Orthodox,,443f60bec7c3c3d5
2090,Ian McCall,65.0,64.0,Orthodox,1984-05-07,701e057d63c124d9
2091,Molly McCann,64.0,62.0,Orthodox,1990-05-04,51018a31ddf31eb2
2092,Charles McCarthy,70.0,71.0,Orthodox,,da97d6c97d09c030
2093,Sean McCorkle,79.0,81.0,Orthodox,,008dc37cca279def
2094,Kris McCray,72.0,76.0,Orthodox,,baed16f18348908e
2095,Tamdan McCrory,76.0,76.0,Switch,,eff47295daf721a6
2096,Rob McCullough,69.0,69.0,Orthodox,1977-05-26,11e3fd7546359fc5
2097,Justin McCully,73.0,73.0,Orthodox,,75f871836d41f90f
2098,Robert McDaniel,75.0,75.0,Southpaw,1983-05-03,5cafbc97dba2e797
2099,Michael McDonald,71.0,,Orthodox,,d52ef694108f8235
2100,Scott McDonald,,,,,08ae3100bf2100ed
2101,Michael McDonald,69.0,70.0,Orthodox,,d0314416a7f26527
2102,Josh McDonald,,,,,b507a76087e3ed9f
2103,Miles McDonald,67.0,,,,a3f8356ace5e3eb5
2104,Justin McElfresh,78.0,,Orthodox,,49c29e57d4e2be6f
2105,Drew McFedries,72.0,72.0,Southpaw,,1fd4fbdcc67de844
2106,Liam McGeary,78.0,,,,e4e0993befecdaf8
2107,Gan McGee,82.0,,Orthodox,,d90b630e0561818b
2108,Court McGee,71.0,75.0,Orthodox,,523fa774700d7d3f
2109,Ryan McGillivray,71.0,,,,1f9c371c93dfd3a9
2110,Ryan McGivern,72.0,,Orthodox,,856ec65948b7d234
2111,Jack McGlaughlin,,,Orthodox,,237187ed9f419285
2112,Conor McGregor,69.0,74.0,Southpaw,,f4c49976c75c5ab2
2113,Greg McIntyre,70.0,,Orthodox,,00a905a4a4a2b071
2114,Antonio McKee,68.0,,Southpaw,,3414b50b08a10600
2115,AJ McKee,70.0,,,,f3ec0214794a699e
2116,Rhys McKee,74.0,78.0,Orthodox,,f748267c4ab6c127
2117,Cory McKenna,63.0,58.0,Orthodox,,3351aa64aa83c4d9
2118,Tim McKenzie,72.0,74.0,Orthodox,,9ca265dfe8323db3
2119,Cody McKenzie,72.0,72.0,Switch,,7be63795363029e8
2120,Terrance McKinney,70.0,73.0,Switch,,809bd1a871491508
2121,Brian McLaughlin,69.0,,,1984-05-12,6488729da7ac1c79
2122,Jason McLean,65.0,,,,8336d7a85ce45481
2123,Garreth McLellan,73.0,72.0,Southpaw,,f215cfbd4ba3c270
2124,Sara McMann,66.0,66.0,Orthodox,,7be74a12d7352df2
2125,James McSweeney,76.0,77.0,Switch,,cac08b8685387ca5
2126,Charles McTorry,,,,,acd8a53f7c0ce85e
2127,Daniel McWilliams,73.0,,,,7b03d9df5910917d
2128,Tim Means,74.0,75.0,Orthodox,,4b47e71384a9522f
2129,Yancy Medeiros,70.0,75.0,Orthodox,,813550bc53b15fb0
2130,Anistavio Medeiros,66.0,,Orthodox,1988-05-01,2937cb502dda0808
2131,Kaline Medeiros,63.0,,,,263af068bd986548
2132,Uros Medic,73.0,71.0,Southpaw,,681399317dbf4701
2133,Todd Medina,70.0,,Southpaw,,b60391da771deefe
2134,Jason Medina,69.0,,,,f53fb9d9e57cc38e
2135,Emil Meek,71.0,74.0,Switch,,103b06d8707895a9
2136,Sanford Alton Meeks,77.0,75.0,Orthodox,,27c59ac201539d10
2137,Gerald Meerschaert,73.0,77.0,Southpaw,,6ac9bc2953c47345
2138,Frank Megallon,70.0,,Southpaw,,c0a93b52096b7682
2139,Derrick Mehmen,76.0,,,1985-05-30,6c7dafd03b6cc3f8
2140,Miika Mehmet,,,Orthodox,,41dca66f9dadfc86
2141,Jordan Mein,72.0,73.0,Orthodox,,2aa49b3766a59bcd
2142,Bryce Mejia,73.0,,,,6eae26c44e505775
2143,Brian Melancon,68.0,,Orthodox,1982-05-28,eee7dafac7d672b5
2144,Brandon Melendez,71.0,,Southpaw,,2b06b6ad5db63348
2145,Gilbert Melendez,69.0,73.0,Orthodox,,aa5b4eff51bdc7d1
2146,Marcelo Mello,67.0,,Southpaw,,672ef06fd9f41f7d
2147,Fabio Mello,65.0,,Southpaw,,8a028648f3f0761d
2148,Vanessa Melo,65.0,65.0,Orthodox,,9b7dfb3b7d99926a
2149,Antonio Mendes,75.0,77.0,Southpaw,,3795fca327cbcf23
2150,Chad Mendes,66.0,66.0,Orthodox,1985-05-01,b5b684eac99ae0a3
2151,Augusto Mendes,66.0,65.0,Orthodox,,3d5b1ce6097dbb49
2152,Eddie Mendez,70.0,,,,49e49b54e5901d0d
2153,Luis Mendoza,,,,,28200bc87367614f
2154,Pietro Menga,67.0,68.0,Southpaw,,869d68b5383131fd
2155,Alonzo Menifield,72.0,76.0,Orthodox,,a495f599e787614f
2156,Ivan Menjivar,66.0,64.0,Orthodox,1982-05-30,5755960ebd0b16f6
2157,Dave Menne,70.0,,Orthodox,,275cafc9de131c83
2158,Steve Mensing,71.0,,Orthodox,,3bc27ec15facbcf3
2159,Buck Meredith,74.0,,,1982-05-17,36120738148f203f
2160,Adam Meredith,74.0,,,,c1135a6892e916db
2161,Joe Merritt,72.0,,Orthodox,,e82d5f54daa85a7e
2162,Jeremiah Metcalf,73.0,,Orthodox,,5bdcbd8dd681a257
2163,Jonathan Meunier,75.0,,Switch,,5823ceab56741617
2164,Yaotzin Meza,69.0,71.0,Orthodox,,3623bd267a2eef2e
2165,Guy Mezger,73.0,,Orthodox,,946f341df6472ee0
2166,Brandon Michaels,69.0,,,,f5e4ce11afbdfb61
2167,Andreas Michailidis,72.0,76.0,Orthodox,,79325a3c1a5c3bf4
2168,David Michaud,69.0,,Orthodox,,49f4b511932f71e9
2169,Chris Mickle,69.0,,Orthodox,,f903967fd320da38
2170,Zachary Micklewright,72.0,74.0,Southpaw,,a36a14985a57a1c6
2171,Kristof Midoux,73.0,,Orthodox,,5b5b9c6f6f270369
2172,Keith Mielke,68.0,,,,f62850b3c7480db9
2173,Chris Mierzwiak,73.0,,,,2b284840ca89876a
2174,Gabriel Miglioli,68.0,,,,a6fa5dd90528e9f7
2175,Bojan Mihajlovic,71.0,73.0,Orthodox,,d6285cba1d1052e0
2176,Billy Miles,70.0,,Orthodox,,3c48019bc387b80c
2177,Pat Miletich,70.0,,Orthodox,,cedfdf8d423d500c
2178,Curtis Millender,74.0,76.0,Orthodox,,f1928a52590c5532
2179,Phillip Miller,71.0,,Orthodox,,18aecaf50f52e4c3
2180,Jason Miller,73.0,,Orthodox,,b2f88c04c4dd43ce
2181,Dan Miller,73.0,74.0,Orthodox,,d0c29452d3272603
2182,Jim Miller,68.0,71.0,Southpaw,,d1941565abf50b16
2183,Cole Miller,73.0,73.0,Orthodox,,282fa667ff9c51ed
2184,Henry Miller,67.0,,Southpaw,,45a2ba3ef82b9700
2185,Micah Miller,72.0,,Orthodox,,3ff0d0dc7a14bb50
2186,Aaron Miller,69.0,,,,a4d055f1435d6d75
2187,Mo Miller,68.0,72.0,Orthodox,,39019970ac8543e9
2188,Eddy Millis,73.0,,,,f2c934689243fe4e
2189,Che Mills,73.0,76.0,Orthodox,,6cadfd8f1d9e7685
2190,Adam Milstead,75.0,76.0,Orthodox,,72ffecf712673af1
2191,Alberto Mina,72.0,77.0,Orthodox,1982-05-02,4b1d46a1b5c0fd11
2192,Vitaly Minakov,74.0,,,,56c975c4a2b357a5
2193,Darrick Minner,67.0,69.0,Orthodox,,34e516ab361afb1c
2194,Mike Minniger,,,,,c8aa3541bec4042e
2195,Ikuhisa Minowa,69.0,,Orthodox,,ce6065baef021cf3
2196,Carlton Minus,70.0,75.0,Orthodox,,40d8b74488743800
2197,Stipe Miocic,76.0,80.0,Orthodox,,d28dee5c705991df
2198,Frank Mir,75.0,79.0,Southpaw,1979-05-24,1ff9589f9065a9ed
2199,Juan Miranda,,,,,be8ad887e4d674b0
2200,Mario Miranda,75.0,74.0,Orthodox,,df2bf09c99594848
2201,Vitor Miranda,73.0,77.0,Orthodox,,4bcb6eb12b4ad4aa
2202,Damir Mirenic,72.0,,Orthodox,,992c82450d96f726
2203,Kazuo Misaki,68.0,,Orthodox,,5e7a28f20927d64a
2204,Toby Misech,68.0,,Southpaw,,3f87218a7aca84c4
2205,Dokonjonosuke Mishima,67.0,,Southpaw,,b14a68c533f4a4aa
2206,Felix Lee Mitchell,,,Orthodox,,6cbb7661c3258617
2207,David Mitchell,72.0,75.0,Orthodox,,8f3df4c579cfbb69
2208,Danny Mitchell,74.0,,Orthodox,,c06d554ce1713fd3
2209,Brad Mitchell,71.0,,,,7263e0dc082adc87
2210,Clay Mitchell,74.0,,,,3d960455f880bb25
2211,Bryce Mitchell,70.0,70.0,Southpaw,,d9c6f19f958643e9
2212,Maurice Mitchell,69.0,,Orthodox,,568bebed6366b667
2213,Roman Mitichyan,70.0,,Orthodox,,2961be02cfb0d2c1
2214,Matt Mitrione,75.0,82.0,Switch,,ba280572acfba13f
2215,Eiji Mitsuoka,67.0,,Southpaw,,2b4faacc16d66898
2216,Hiromitsu Miura,69.0,71.0,Orthodox,,509697e08673d2e5
2217,JonathanMix,72.0,,,,f64e4ecd214c6378
2218,Tomoya Miyashita,67.0,,Southpaw,,c9885b1b7c7055a0
2219,Kazuyuki Miyata,68.0,,Orthodox,,af70d268e5352186
2220,Motoki Miyazawa,71.0,,Southpaw,,9649d75defe0dedb
2221,Takeya Mizugaki,67.0,69.0,Orthodox,,48e093ea1f43a053
2222,Tatsuya Mizuno,73.0,,Southpaw,,478c8706bdb92440
2223,Roxanne Modafferi,67.0,69.0,Orthodox,,4498b382c65a7faa
2224,Bobby Moffett,70.0,73.0,Orthodox,,d76ad9a08c4408ff
2225,Bronson Mohika,,,,,65239fccecd03404
2226,Nate Mohr,69.0,72.0,Orthodox,,04c15b52c3cc1cab
2227,Renato Moicano,71.0,72.0,Orthodox,1989-05-21,b6452706b373eea1
2228,Thiago Moises,69.0,70.0,Orthodox,,d945aae53e3e54e6
2229,Muhammad Mokaev,69.0,,,,75353550928a7921
2230,Ashkan Mokhtarian,66.0,67.0,Southpaw,,e9bc5748e6a76bb6
2231,Suman Mokhtarian,68.0,72.0,Orthodox,,192520689012c7e4
2232,Dan Molina,70.0,,,,606136dee6f6ecea
2233,Jeff Molina,66.0,69.0,Orthodox,,008ea710276c9606
2234,Rudyard Moncayo,70.0,,Orthodox,,02d276b7d62b3472
2235,Hidetaka Monma,72.0,,Orthodox,,a8e133139286df84
2236,Jeff Monson,69.0,74.0,Orthodox,,cbfd1d34356a004c
2237,Darrell Montague,66.0,67.0,Southpaw,,bffeb123b21c9aad
2238,Andrew Montanez,,,,,72c9c2eadfc3277e
2239,Augusto Montano,73.0,73.0,Orthodox,,94508d80e1f885fc
2240,Erick Montano,72.0,73.0,Orthodox,,8163cd7de0342652
2241,Nicco Montano,65.0,65.0,Southpaw,,1de9ad94de18eeaf
2242,Alberto Montes,67.0,,,1994-05-31,a112097ad877a48f
2243,Steve Montgomery,76.0,,Southpaw,,6e92eb1242b46636
2244,James Moontasri,70.0,71.0,Switch,,c06a9b48d4132c8e
2245,Homer Moore,70.0,,Orthodox,,e56df3c1d8b4b1cc
2246,Todd Moore,69.0,71.0,Southpaw,,e31502e3f79d00c5
2247,Nate Moore,72.0,,,,518e5202a91980d4
2248,Dustin Moore,64.0,,,,831de97afe326478
2249,Taylor Moore,70.0,70.0,Southpaw,,26927dab41dbd5fc
2250,Sergio Moraes,72.0,72.0,Orthodox,,1bcaac2d99b90fce
2251,Marlon Moraes,66.0,67.0,Orthodox,,fea79f9bc8c68769
2252,Sheymon Moraes,68.0,72.0,Orthodox,,0d62719b1dcf7c40
2253,John Moraga,66.0,66.0,Orthodox,,92437c6775b3f7d1
2254,Ricardo Morais,80.0,,Orthodox,,2dc7f1762dc0a7ef
2255,Leonardo Morales,68.0,,Southpaw,,45230be0641f3f53
2256,Albert Morales,69.0,72.0,Orthodox,1991-05-25,544d7460b3e44393
2257,Joseph Morales,66.0,69.0,Switch,,2fe9032955c2e013
2258,Vince Morales,67.0,70.0,Orthodox,,37098a6e6c27fb66
2259,Omar Morales,71.0,73.0,Orthodox,,a0e6753c42698f13
2260,Michael Morales,72.0,79.0,Orthodox,,c32aeb1a59e6272d
2261,Sarah Moras,67.0,67.0,Orthodox,,539ed332b3078821
2262,Christian Morecraft,78.0,81.0,Orthodox,,80779d7441af1b52
2263,Joe Moreira,71.0,,Southpaw,,df85d6ec3493d120
2264,Richardson Moreira,74.0,,Orthodox,,9147679e1a4ad4a3
2265,Gisele Moreira,66.0,,Orthodox,,6a125ba3ec37e27e
2266,Vinicius Moreira,76.0,76.0,Orthodox,,acb36c908d415c4a
2267,Jesse Moreng,67.0,,Orthodox,,2e2cdb6e9eb84bb9
2268,Brandon Moreno,67.0,70.0,Orthodox,,792be9a24df82ed6
2269,Mike Moreno,72.0,,,,bb2eee4fb3259c01
2270,Dan Moret,72.0,73.0,Southpaw,,66e98b3bb5fc5250
2271,Sammy Morgan,70.0,,Orthodox,,2067a177a2842fbf
2272,Peggy Morgan,73.0,,,,92b36014314b028b
2273,Alex Morono,71.0,72.0,Orthodox,,cdb96af67d096b1e
2274,Maryna Moroz,67.0,67.0,Orthodox,,b4192a975027aab6
2275,Sergey Morozov,66.0,67.0,Orthodox,,2f6a993c7f547c13
2276,Brad Morris,74.0,,Orthodox,,6803d4d6908354ac
2277,Scott Morris,70.0,,Orthodox,,be9d259be012e8a4
2278,Anthony Morrison,67.0,,Orthodox,,dab0e6cb8c932162
2279,Jack Morrison,71.0,,,,38fccd44d669bb2f
2280,Harry Moskowitz,77.0,,Orthodox,,4dc496aa0cfc0d95
2281,Juan Mott,72.0,,Switch,,5da4e8dc02e50ac0
2282,Nikolas Motta,69.0,70.0,Orthodox,,37f560436d745c18
2283,Flavio Luiz Moura,71.0,,Open Stance,,ab35634d1a8c7a11
2284,Gegard Mousasi,74.0,76.0,Orthodox,,232c582f29f8f65e
2285,Kris Moutinho,67.0,68.0,Southpaw,,9c27f3217891f3f0
2286,Kin Moy,65.0,,,,ae922e7d9e852d7a
2287,Jamie Moyle,61.0,65.0,Orthodox,,882d62561063a927
2288,Askar Mozharov,75.0,,,,e92901944ce91909
2289,Garrett Mueller,69.0,,,,d0c325dfefdde31f
2290,Lauren Mueller,65.0,67.0,Orthodox,,f923e012414c883e
2291,Belal Muhammad,71.0,72.0,Orthodox,,b1b0729d27936f2f
2292,Fazlo Mulabitinovic,,,,,2252b2c892397f0d
2293,Quinn Mulhern,75.0,,Orthodox,,16af2d5a6f28bee2
2294,James Mulheron,70.0,73.0,Orthodox,,8d5350fa18b79e9a
2295,Jamie Mullarkey,72.0,74.0,Orthodox,,af9f42e6894047fc
2296,Jim Mullen,73.0,,Southpaw,,1a49e0670dfaca31
2297,Pedro Munhoz,66.0,65.0,Orthodox,,6bd02119599741a4
2298,Andre Muniz,73.0,78.0,Southpaw,,886264a0c9f4ea5e
2299,Mark Munoz,72.0,71.0,Orthodox,,179f1948dc234f1f
2300,Alexander Munoz,69.0,72.0,Switch,,f8f1ec513bcfef43
2301,Johnny Munoz,69.0,71.0,Orthodox,,f6bcbd91b114ff58
2302,Andy Murad,69.0,,,,fd0b4e3eb18eafb7
2303,Olivier Murad,70.0,72.0,Southpaw,,c3dd69333eb8085a
2304,Makhmud Muradov,74.0,75.0,Orthodox,,ea7e5bc78d9de658
2305,Kazunari Murakami,73.0,,Orthodox,,cfbccfed4e4796fe
2306,Ryuichi Murata,68.0,,Orthodox,,e3a6c6d6d0ac0815
2307,Kanako Murata,61.0,62.0,Orthodox,,e0b0cf71e0d69dd0
2308,Vince Murdock,66.0,64.0,Orthodox,,4b90384d7c3519b8
2309,Tom Murphy,74.0,,Southpaw,,62918a2118de08b2
2310,Ian Murphy,73.0,,Orthodox,,de25520d54eab12d
2311,Jon Murphy,75.0,,Orthodox,,1b5c146ee7b86e34
2312,Lauren Murphy,65.0,67.0,Orthodox,,729d4bd5a6cd0a97
2313,Patrick Murphy,72.0,,,,eca7e064746c161a
2314,Lerone Murphy,69.0,73.0,Orthodox,,396fe87b84ac2e1c
2315,Lee Murray,75.0,,Orthodox,,32016899d0a222a3
2316,Jesse Murray,75.0,78.0,Orthodox,,d0147e906106cd2e
2317,Khalid Murtazaliev,72.0,76.0,Orthodox,,231cae8b77fbbcc1
2318,Azamat Murzakanov,70.0,71.0,Southpaw,,e90a2f22417af68e
2319,Nicholas Musoke,72.0,75.0,Orthodox,,8b5f9ea38184ded3
2320,Andre Mussi,75.0,,Orthodox,,d0d43cb9b14f231c
2321,Magomed Mustafaev,68.0,71.0,Orthodox,,31d7446b184e3305
2322,Max Mustaki,72.0,,Orthodox,,f4c40f8a64d3151d
2323,Elvis Mutapcic,72.0,72.0,Orthodox,,28c55b4087a6f136
2324,Fiona Muxlow,64.0,,,1977-05-13,062e57ca1a3c95a8
2325,Ho Bae Myeon,71.0,,Orthodox,,2719f300b0439039
2326,Na Liang,65.0,67.0,Orthodox,,ec0dcceace7d25a3
2327,Katsuhiko Nagata,67.0,,Southpaw,,d5ae8074631762fc
2328,Yuji Nagata,72.0,,Orthodox,,e49c2db95e572dc8
2329,Greg Nagy,73.0,,Orthodox,,342422bb6ced1e8d
2330,Logan Nail,,,,,47e0b5833e6bc91a
2331,Muhammad Naimov,69.0,70.0,Orthodox,,8d11d9c13e2ccdf7
2332,Yukiya Naito,73.0,,Orthodox,,7be328bb3c2ea22e
2333,Andrews Nakahara,73.0,,Orthodox,,7a9ca95a92d7b64c
2334,Rin Nakai,61.0,,Orthodox,,f9ae6914f604aa9f
2335,Kazuhiro Nakamura,71.0,70.0,Orthodox,,b034747dc1d15491
2336,Keita Nakamura,71.0,73.0,Southpaw,1984-05-22,65ddc8a9ac4e8531
2337,Daisuke Nakamura,67.0,,Orthodox,,a196332ee4aa8a82
2338,Yusaku Nakamura,65.0,,,,03e8df49c4a059ba
2339,Jutaro Nakao,69.0,,Southpaw,,95eb112a85601a0a
2340,Yoshihiro Nakao,72.0,,Southpaw,,e18012194473e8b0
2341,Yui Chul Nam,69.0,,Orthodox,,a00ec21cfbba17b6
2342,Tyson Nam,67.0,68.0,Orthodox,,6e00cfffd54653c4
2343,Rose Namajunas,65.0,65.0,Orthodox,,47b63240018d5d86
2344,Yasuhito Namekawa,69.0,,Orthodox,,6083f497c22cc075
2345,Nad Narimani,68.0,70.0,Orthodox,,776a58a67665a171
2346,Roger Narvaez,75.0,,Southpaw,,3a12a2f096a6d975
2347,Fabio Nascimento,70.0,,Orthodox,,307064d3e0f036c2
2348,Allan Nascimento,68.0,69.0,Orthodox,,253076a23d03dcd0
2349,Rodrigo Nascimento,74.0,80.0,Orthodox,,d31a5546c0e9b213
2350,Bobby Nash,72.0,74.0,Orthodox,,7dfb56f24fe5ddea
2351,Reza Nasri,71.0,,Orthodox,,d41937647eae9a34
2352,Nasrudin Nasrudinov,72.0,71.0,Orthodox,,769fa803bf9d2e3b
2353,Pawel Nastula,72.0,,Southpaw,,154a6b3ffae264cd
2354,Rafael Natal,72.0,77.0,Orthodox,,0dba4df5f34d5ff0
2355,Kevin Natividad,66.0,70.0,Orthodox,,0c258d1d8e16e5f1
2356,Ismail Naurdiev,70.0,74.0,Orthodox,,6a96ad1bc34fb113
2357,Danny Navarro,70.0,,,1983-05-27,618f72750ec50b05
2358,Marcio Navarro,72.0,,,,52f7d300738961ac
2359,Tafon Nchukwi,72.0,77.0,Orthodox,,6aae253467e8f9ce
2360,Dustin Neace,69.0,,,,e503aa5c252a1b4d
2361,Josh Neal,72.0,,,,0b534765dca35e71
2362,Joe Neal,66.0,,,,5751267660c734cb
2363,Geoff Neal,71.0,75.0,Southpaw,,b997be68943010fc
2364,Stanislav Nedkov,71.0,71.0,Orthodox,,1d4bbaabd8b60173
2365,Josh Neer,71.0,72.0,Orthodox,,d1a1314976c50bef
2366,Nicolae Negumereanu,72.0,78.0,Orthodox,,8c57c7b8c3bab0eb
2367,Steve Nelmark,72.0,,Orthodox,,13e62d766b709aa6
2368,Shane Nelson,69.0,70.0,Southpaw,,2db7fa8db6bc9632
2369,Roy Nelson,72.0,73.0,Orthodox,,3f7c14c7eca7195d
