event,outcome,weightclass,method,round,time,fight_id,fighter1,fighter2,date
UFC Fight Night: Kara-France vs. Albazi,1.0,lw,ko_tko,1,23,e2f4cd4a9a579488,Jim Miller ,Jesse Butler,2023-06-03
UFC Fight Night: Kara-France vs. Albazi,1.0,flw,dec_una,3,300,913d8a35095591d5,Tim Elliott ,Victor Altamirano,2023-06-03
UFC Fight Night: Kara-France vs. Albazi,1.0,wflw,sub,1,105,4d0029ad31bdd85a,Karine Silva ,Ketlen Souza,2023-06-03
UFC Fight Night: Kara-France vs. Albazi,0.0,ww,dec_spl,3,300,a122968e96068800,Abubakar Nurmagomedov ,Elizeu Zaleski dos Santos,2023-06-03
UFC Fight Night: Kara-France vs. Albazi,1.0,bw,dec_una,3,300,84f60cb00b8d4187,Daniel Santos ,Johnny Munoz,2023-06-03
UFC Fight Night: Kara-France vs. Albazi,0.0,hw,ko_tko,2,197,5459c3bb88d031f9,Andrei Arlovski ,Don'Tale Mayes,2023-06-03
UFC Fight Night: Kara-France vs. Albazi,1.0,bw,dec_una,3,300,c98f62eb74e69bcb,John Castaneda ,Muin Gafurov,2023-06-03
UFC Fight Night: Kara-France vs. Albazi,0.0,lw,ko_tko,2,179,ad7bd4b3ee923498,Jamie Mullarkey ,Muhammad Naimov,2023-06-03
UFC Fight Night: Kara-France vs. Albazi,1.0,wsw,dec_una,3,300,dfc62aa72446e4a8,Elise Reed ,Jinh Yu Frey,2023-06-03
UFC Fight Night: Kara-France vs. Albazi,1.0,bw,ko_tko,2,234,72bb7605e340a8fe,Da'Mon Blackshear ,Luan Lacerda,2023-06-03
UFC Fight Night: Kara-France vs. Albazi,1.0,lhw,dec_una,3,300,99808befeece3a8a,Philipe Lins ,Maxim Grishin,2023-06-03
UFC Fight Night: Dern vs. Hill,1.0,wsw,dec_una,5,300,cb9654746447b934,Mackenzie Dern ,Angela Hill,2023-05-20
UFC Fight Night: Dern vs. Hill,0.0,mw,ko_tko,3,61,3638ee66c7d34fe0,Edmen Shahbazyan ,Anthony Hernandez,2023-05-20
UFC Fight Night: Dern vs. Hill,0.0,ww,ko_tko,2,255,73700c8c5107f719,Andre Fialho ,Joaquin Buckley,2023-05-20
UFC Fight Night: Dern vs. Hill,1.0,lw,ko_tko,2,110,12683e06369d1a83,Diego Ferreira ,Michael Johnson,2023-05-20
UFC Fight Night: Dern vs. Hill,0.0,lw,ko_tko,2,157,49bd9a2f1fbebd1f,Maheshate ,Viacheslav Borshchev,2023-05-20
UFC Fight Night: Dern vs. Hill,1.0,wsw,dec_una,3,300,33007109c9ca1ede,Karolina Kowalkiewicz ,Vanessa Demopoulos,2023-05-20
UFC Fight Night: Dern vs. Hill,0.0,ww,ko_tko,2,175,7d583e4002622848,Orion Cosce ,Gilbert Urbina,2023-05-20
UFC Fight Night: Dern vs. Hill,0.0,hw,dec_spl,3,300,fb70b62915fdcec6,Ilir Latifi ,Rodrigo Nascimento,2023-05-20
UFC Fight Night: Dern vs. Hill,1.0,lw,dec_una,3,300,eca400aeeb2763d1,Chase Hooper ,Nick Fiore,2023-05-20
UFC Fight Night: Dern vs. Hill,1.0,wflw,ko_tko,1,178,744cbe6e49d4f41c,Natalia Silva ,Victoria Leonardo,2023-05-20
UFC Fight Night: Dern vs. Hill,0.0,ww,dec_una,3,300,8502f245aabd64ac,Takashi Sato ,Themba Gorimbo,2023-05-20
UFC Fight Night: Rozenstruik vs. Almeida,0.0,hw,sub,1,223,755202fce24b8f83,Jairzinho Rozenstruik ,Jailton Almeida,2023-05-13
UFC Fight Night: Rozenstruik vs. Almeida,0.0,lhw,dec_una,3,300,c501576b8ec35758,Anthony Smith ,Johnny Walker,2023-05-13
UFC Fight Night: Rozenstruik vs. Almeida,0.0,ww,ko_tko,1,177,b0f4c7788782e26e,Daniel Rodriguez ,Ian Garry,2023-05-13
UFC Fight Night: Rozenstruik vs. Almeida,1.0,lhw,ko_tko,1,129,dae2484418631ff5,Carlos Ulberg ,Ihor Potieria,2023-05-13
UFC Fight Night: Rozenstruik vs. Almeida,0.0,ww,sub,2,129,838a022ca5d99cc1,Tim Means ,Alex Morono,2023-05-13
UFC Fight Night: Rozenstruik vs. Almeida,1.0,ww,ko_tko,1,249,f2ced83baf0457fc,Matt Brown ,Court McGee,2023-05-13
UFC Fight Night: Rozenstruik vs. Almeida,1.0,hw,dec_una,3,300,3387f430abb7e39f,Karl Williams ,Chase Sherman,2023-05-13
UFC Fight Night: Rozenstruik vs. Almeida,0.0,wflw,dec_spl,3,115,6ca856d1950d8f7f,Ji Yeon Kim ,Mandy Bohm,2023-05-13
UFC Fight Night: Rozenstruik vs. Almeida,1.0,ww,ko_tko,1,14,81fda78adcaedbc7,Bryan Battle ,Gabe Green,2023-05-13
UFC Fight Night: Rozenstruik vs. Almeida,0.0,wbw,sub,3,260,acfcf75f0215b7ab,Jessica-Rose Clark ,Tainara Lisboa,2023-05-13
UFC 288: Sterling vs. Cejudo,1.0,ww,dec_una,5,300,ed707998b13d0101,Belal Muhammad ,Gilbert Burns,2023-05-06
UFC 288: Sterling vs. Cejudo,0.0,wsw,ko_tko,1,140,11a5a852313d1f5b,Jessica Andrade ,Yan Xiaonan,2023-05-06
UFC 288: Sterling vs. Cejudo,1.0,ftw,dec_una,3,300,069ab7e7b8b5d262,Movsar Evloev ,Diego Lopes,2023-05-06
UFC 288: Sterling vs. Cejudo,0.0,ftw,dec_una,3,300,0c6e3c1f03cd4061,Kron Gracie ,Charles Jourdain,2023-05-06
UFC 288: Sterling vs. Cejudo,0.0,lw,ko_tko,1,248,3f8b4aeb3baf4724,Drew Dober ,Matt Frevola,2023-05-06
UFC 288: Sterling vs. Cejudo,1.0,lhw,sub,2,148,c3ca708aaf4262a7,Kennedy Nzechukwu ,Devin Clark,2023-05-06
UFC 288: Sterling vs. Cejudo,1.0,ww,dec_spl,3,300,4c9bbd9758be1168,Khaos Williams ,Rolando Bedoya,2023-05-06
UFC 288: Sterling vs. Cejudo,0.0,wsw,dec_una,3,300,5f44d6d9e6bbecff,Marina Rodriguez ,Virna Jandiroba,2023-05-06
UFC 288: Sterling vs. Cejudo,0.0,hw,ko_tko,1,130,2372578d3f554c65,Braxton Smith ,Parker Porter,2023-05-06
UFC 288: Sterling vs. Cejudo,0.0,mw,ko_tko,1,130,d22de60b7a3d908c,Phil Hawes ,Ikram Aliskerov,2023-05-06
UFC 288: Sterling vs. Cejudo,0.0,mw,ko_tko,2,201,93fb6c7e590487f9,Joseph Holmes ,Claudio Ribeiro,2023-05-06
UFC Fight Night: Song vs. Simon,1.0,bw,ko_tko,5,70,2b1ac5d8f98639bf,Song Yadong ,Ricky Simon,2023-04-29
UFC Fight Night: Song vs. Simon,1.0,mw,sub,2,169,ecec1b0dd64ca2ae,Caio Borralho ,Michal Oleksiejczuk,2023-04-29
UFC Fight Night: Song vs. Simon,1.0,mw,sub,2,88,37ae5c09d6f03f33,Rodolfo Vieira ,Cody Brundage,2023-04-29
UFC Fight Night: Song vs. Simon,0.0,ftw,ko_tko,1,101,e0e2c1fc1a178d89,Julian Erosa ,Fernando Padilla,2023-04-29
UFC Fight Night: Song vs. Simon,1.0,hw,dec_una,3,300,8dbfbd8f8bd0f00b,Marcos Rogerio de Lima ,Waldo Cortes-Acosta,2023-04-29
UFC Fight Night: Song vs. Simon,0.0,ww,dec_una,3,300,c02d44564cb006a9,Josh Quinlan ,Trey Waters,2023-04-29
UFC Fight Night: Song vs. Simon,1.0,hw,dec_una,3,300,5d11b618f24082dd,Martin Buday ,Jake Collier,2023-04-29
UFC Fight Night: Song vs. Simon,1.0,flw,dec_una,3,300,ca63933f8c898fa2,Cody Durden ,Charles Johnson,2023-04-29
UFC Fight Night: Song vs. Simon,0.0,wbw,sub,1,131,f9345fa82bf43847,Stephanie Egger ,Irina Alekseeva,2023-04-29
UFC Fight Night: Song vs. Simon,0.0,wbw,dec_una,3,300,e434035be5453be0,Hailey Cowan ,Jamey-Lyn Horth,2023-04-29
UFC Fight Night: Pavlovich vs. Blaydes,1.0,hw,ko_tko,1,188,856468ba24a37fcc,Sergei Pavlovich ,Curtis Blaydes,2023-04-22
UFC Fight Night: Pavlovich vs. Blaydes,0.0,mw,ko_tko,1,215,d00d5ef4ae0ac01b,Brad Tavares ,Bruno Silva,2023-04-22
UFC Fight Night: Pavlovich vs. Blaydes,1.0,wflw,dec_una,3,300,20c0f50c11509301,Iasmin Lucindo ,Brogan Walker,2023-04-22
UFC Fight Night: Pavlovich vs. Blaydes,1.0,ww,dec_spl,3,300,06d9fb9c995f1e4f,Jeremiah Wells ,Matthew Semelsberger,2023-04-22
UFC Fight Night: Pavlovich vs. Blaydes,0.0,lw,ko_tko,1,95,16628e25a043043a,Ricky Glenn ,Christos Giagos,2023-04-22
UFC Fight Night: Pavlovich vs. Blaydes,0.0,bw,ko_tko,1,222,034cbbec91f67852,Rani Yahya ,Montel Jackson,2023-04-22
UFC Fight Night: Pavlovich vs. Blaydes,1.0,hw,dec_una,3,300,8beab5f941dae8e0,Mohammed Usman ,Junior Tafa,2023-04-22
UFC Fight Night: Pavlovich vs. Blaydes,0.0,ftw,dec_spl,3,300,a941c4e25ddddfff,Francis Marshall ,William Gomis,2023-04-22
UFC Fight Night: Pavlovich vs. Blaydes,1.0,bw,ko_tko,3,261,277233ca9ea25674,Brady Hiestand ,Batgerel Danaa,2023-04-22
UFC Fight Night: Holloway vs. Allen,1.0,ftw,dec_una,5,300,6049301b4deea035,Max Holloway ,Arnold Allen,2023-04-15
UFC Fight Night: Holloway vs. Allen,1.0,ftw,ko_tko,1,157,83c81018bb3aeebf,Edson Barboza ,Billy Quarantillo,2023-04-15
UFC Fight Night: Holloway vs. Allen,0.0,lhw,dec_una,3,300,792f139c2b9fd294,Dustin Jacoby ,Azamat Murzakanov,2023-04-15
UFC Fight Night: Holloway vs. Allen,0.0,lhw,ko_tko,1,125,995e79b951da945b,Tanner Boser ,Ion Cutelaba,2023-04-15
UFC Fight Night: Holloway vs. Allen,1.0,bw,dec_una,3,300,d856812dc733690a,Pedro Munhoz ,Chris Gutierrez,2023-04-15
UFC Fight Night: Holloway vs. Allen,0.0,lw,dec_una,3,300,bdbddbc00d07dc4b,Clay Guida ,Rafa Garcia,2023-04-15
UFC Fight Night: Holloway vs. Allen,1.0,ftw,sub,2,100,b01e6e97d66681c5,Bill Algeo ,TJ Brown,2023-04-15
UFC Fight Night: Holloway vs. Allen,1.0,flw,ko_tko,1,129,bbde45b2c766bb67,Brandon Royval ,Matheus Nicolau,2023-04-15
UFC Fight Night: Holloway vs. Allen,1.0,lhw,ko_tko,3,253,50e675146cda6e7c,Zak Cummings ,Ed Herman,2023-04-15
UFC Fight Night: Holloway vs. Allen,1.0,wsw,sub,2,261,68c1b833ed8849a3,Gillian Robertson ,Piera Rodriguez,2023-04-15
UFC Fight Night: Holloway vs. Allen,0.0,lw,dec_una,3,300,cef255a992ba7af3,Lando Vannata ,Daniel Zellhuber,2023-04-15
UFC Fight Night: Holloway vs. Allen,0.0,wsw,ko_tko,2,162,5de3a1bbcf705b58,Bruna Brasil ,Denise Gomes,2023-04-15
UFC Fight Night: Holloway vs. Allen,0.0,bw,dec_una,3,300,119559fd8124fee3,Aaron Phillips ,Gaston Bolanos,2023-04-15
UFC Fight Night: Holloway vs. Allen,1.0,wbw,dec_spl,3,300,8b2b2562884821a7,Joselyne Edwards ,Lucie Pudilova,2023-04-15
UFC 287: Pereira vs. Adesanya 2,1.0,ww,dec_una,3,300,71ea7d7985dad804,Gilbert Burns ,Jorge Masvidal,2023-04-08
UFC 287: Pereira vs. Adesanya 2,1.0,bw,ko_tko,1,177,678d27af287476f8,Rob Font ,Adrian Yanez,2023-04-08
UFC 287: Pereira vs. Adesanya 2,1.0,ww,ko_tko,3,196,3165b03ddc6d3b6e,Kevin Holland ,Santiago Ponzinibbio,2023-04-08
UFC 287: Pereira vs. Adesanya 2,0.0,bw,dec_una,3,300,2cb34fc074f7a9ae,Raul Rosas Jr. ,Christian Rodriguez,2023-04-08
UFC 287: Pereira vs. Adesanya 2,0.0,mw,dec_una,3,300,bbc76ff9e1b1b142,Chris Curtis ,Kelvin Gastelum,2023-04-08
UFC 287: Pereira vs. Adesanya 2,0.0,wsw,dec_spl,3,300,95349402616097cd,Michelle Waterson-Gomez ,Luana Pinheiro,2023-04-08
UFC 287: Pereira vs. Adesanya 2,0.0,mw,ko_tko,1,195,28e3d939eb043664,Gerald Meerschaert ,Joe Pyfer,2023-04-08
UFC 287: Pereira vs. Adesanya 2,0.0,wsw,dec_spl,3,300,780147f2ed2637d1,Cynthia Calvillo ,Loopy Godinez,2023-04-08
UFC 287: Pereira vs. Adesanya 2,0.0,ftw,ko_tko,2,36,0810cdbeb9dd4d02,Shayilan Nuerdanbieke ,Steve Garcia,2023-04-08
UFC 287: Pereira vs. Adesanya 2,0.0,wsw,dec_una,3,300,355a2f4090c0ca31,Jaqueline Amorim ,Sam Hughes,2023-04-08
UFC Fight Night: Vera vs. Sandhagen,0.0,bw,dec_spl,5,300,33fa6793a7f984ac,Marlon Vera ,Cory Sandhagen,2023-03-25
UFC Fight Night: Vera vs. Sandhagen,1.0,wbw,dec_una,3,300,1c2d0db1c9eed052,Holly Holm ,Yana Santos,2023-03-25
UFC Fight Night: Vera vs. Sandhagen,1.0,ftw,sub,2,251,bce8ece2ff26b4d4,Nate Landwehr ,Austin Lingo,2023-03-25
UFC Fight Night: Vera vs. Sandhagen,0.0,wflw,dec_spl,3,300,9433730f95d52fc8,Andrea Lee ,Maycee Barber,2023-03-25
UFC Fight Night: Vera vs. Sandhagen,0.0,mw,dec_spl,3,300,2f382615155e32b9,Chidi Njokuani ,Albert Duraev,2023-03-25
UFC Fight Night: Vera vs. Sandhagen,1.0,ftw,sub,2,170,c6cc6ae23cbf8a27,Daniel Pineda ,Tucker Lutz,2023-03-25
UFC Fight Night: Vera vs. Sandhagen,0.0,ftw,dec_una,3,300,b9e037a45f8850fb,Steven Peterson ,Lucas Alexander,2023-03-25
UFC Fight Night: Vera vs. Sandhagen,1.0,ww,dec_spl,3,300,07e39fd5f4f23270,Trevin Giles ,Preston Parsons,2023-03-25
UFC Fight Night: Vera vs. Sandhagen,1.0,flw,ko_tko,2,244,16bd47ba50891833,CJ Vergara ,Daniel Lacerda,2023-03-25
UFC Fight Night: Vera vs. Sandhagen,1.0,flw,dec_una,3,300,6f6fec9c78244174,Victor Altamirano ,Vinicius Salvador,2023-03-25
UFC 286: Edwards vs. Usman 3,1.0,lw,dec_maj,3,300,90a83875e1d11238,Justin Gaethje ,Rafael Fiziev,2023-03-18
UFC 286: Edwards vs. Usman 3,1.0,ww,sub,1,291,019b4d006800504b,Gunnar Nelson ,Bryan Barberena,2023-03-18
UFC 286: Edwards vs. Usman 3,1.0,wflw,dec_una,3,300,dd9cbf6d6284de26,Jennifer Maia ,Casey O'Neill,2023-03-18
UFC 286: Edwards vs. Usman 3,1.0,mw,dec_una,3,300,5e9c027fb24efc2b,Marvin Vettori ,Roman Dolidze,2023-03-18
UFC 286: Edwards vs. Usman 3,1.0,ftw,sub,2,267,13f5be7a2ea5577e,Jack Shore ,Makwan Amirkhani,2023-03-18
UFC 286: Edwards vs. Usman 3,1.0,lw,dec_spl,3,300,cdaf65287d9a0ecb,Chris Duncan ,Omar Morales,2023-03-18
UFC 286: Edwards vs. Usman 3,0.0,lw,ko_tko,1,75,9f8cf5ac0807d64e,Sam Patterson ,Yanal Ashmouz,2023-03-18
UFC 286: Edwards vs. Usman 3,1.0,flw,sub,3,272,f40ac11da3bd7f8e,Muhammad Mokaev ,Jafel Filho,2023-03-18
UFC 286: Edwards vs. Usman 3,1.0,ftw,dec_spl,3,300,533984c3ff4b4858,Lerone Murphy ,Gabriel Santos,2023-03-18
UFC 286: Edwards vs. Usman 3,1.0,mw,ko_tko,1,112,38094db8e3539cba,Christian Duncan ,Dusko Todorovic,2023-03-18
UFC 286: Edwards vs. Usman 3,1.0,flw,ko_tko,1,61,6068385c48de6801,Jake Hadley ,Malcolm Gordon,2023-03-18
UFC 286: Edwards vs. Usman 3,1.0,wflw,dec_spl,3,300,8a3e7085e8e5a6e9,Joanne Wood ,Luana Carolina,2023-03-18
UFC 286: Edwards vs. Usman 3,0.0,wflw,dec_una,3,300,53d6d5ad08ac0694,Juliana Miller ,Veronica Hardy,2023-03-18
UFC Fight Night: Yan vs. Dvalishvili,0.0,bw,dec_una,5,300,0ccd2593c88209e4,Petr Yan ,Merab Dvalishvili,2023-03-11
UFC Fight Night: Yan vs. Dvalishvili,1.0,hw,ko_tko,1,136,3b561a154aa2bbb2,Alexander Volkov ,Alexandr Romanov,2023-03-11
UFC Fight Night: Yan vs. Dvalishvili,0.0,bw,dec_una,3,300,b9539d5e379b3edc,Said Nurmagomedov ,Jonathan Martinez,2023-03-11
