fighter,height,reach,stance,dob,fighter_id
Jimi Manuwa,73.0,79.0,Orthodox,,1e1dbd1cc5a7469e
Cristiano Marcello,69.0,72.0,Orthodox,,ff4c3ab594c7fac3
Jose Maria,65.0,,Orthodox,,b35ba64b6a2bbcb3
Marcos Mariano,73.0,76.0,Switch,,72e5e5a6edfa8223
Enrique Marin,70.0,,,,23a6e307077c6ccc
Ronny Markes,73.0,75.0,Orthodox,,bd21a1e3d41c97ee
Rory Markham,72.0,71.0,Orthodox,,23a16ebe733e3041
Randa Markos,64.0,63.0,Orthodox,,4a57ebb14315b251
Christina Marks,67.0,69.0,Orthodox,,c7be22a47a58365a
Nate Marquardt,72.0,74.0,Orthodox,,a8e6a69796280f17
Danilo Marques,78.0,77.0,Orthodox,,687c15b2eddfaa63
Julian Marquez,74.0,72.0,Orthodox,1990-05-08,d0e1b42d41dab603
Carmelo Marrero,72.0,73.0,Orthodox,,aa03a3ca00ac6827
Cesar Marscucci,,,,,e8efeb9cf33b1941
John Marsh,72.0,,Orthodox,,b6b12014698cc345
CJ Marsh,,,,,4c91eb190d5e0dd9
Eliot Marshall,74.0,77.0,Orthodox,,a08d909a5be6f410
Doug Marshall,70.0,,Orthodox,,0c1773639c795466
David Marshall,74.0,,,,0a2813f89a758ff7
Jack Marshman,72.0,73.0,Orthodox,,045f25b3a4c08e81
Terry Martin,68.0,71.0,Orthodox,,6a92caba39b64752
Eric Martin,,,,,abbc4fc02e0d84b3
Justin Martin,72.0,,,,3da19339ee7051d5
Dave Martin,72.0,,,,92c96df8bdab5fea
Joe Martin,69.0,,,,325550dab63fb25a
Anthony Rocco Martin,72.0,73.0,Orthodox,,5331b25a60417ffb
Mallory Martin,64.0,63.0,Orthodox,,19b7738321cfae42
Michal Martinek,74.0,,Southpaw,,9acf42aebe9bb895
Rainy Martinez,72.0,,Orthodox,,577ec7e108b94be3
Danny Martinez,66.0,67.0,Orthodox,,8a9c6c4301f6d088
Alonzo Martinez,70.0,,,,feffee4fc6da3aa3
Henry Martinez,67.0,69.0,Southpaw,,76729a829623e266
Jonathan Martinez,68.0,70.0,Southpaw,,f2477cf43c4975cc
Poppies Martinez,69.0,,,,8851bb0418d27d28
Andrew Martinez,69.0,,,,f8c2aba4815876b5
Mana Martinez,70.0,70.0,Orthodox,,c0386644627a7ee5
Victor Martinez,68.0,70.0,Orthodox,,3e708ce33b6b18e6
Roque Martinez,70.0,72.0,Orthodox,,2c5a0b8317f8f27a
Wagner da Conceicao Martins,79.0,,Orthodox,1978-05-19,563d051c9e769b24
Adriano Martins,70.0,72.0,Southpaw,,7dcf06c1967801c1
Lucas Martins,72.0,72.0,Southpaw,,7413b80dbb0f8f9f
Max Martyniouk,,,,,69d3fa376ff2595e
Bristol Marunde,73.0,75.0,Orthodox,,a17322f99ddfd8e9
Shoji Maruyama,67.0,,Orthodox,,c046100aea0dba9a
Mike Massenzio,74.0,73.0,Southpaw,,5b2d7906aa894274
Jameel Massouh,70.0,72.0,Orthodox,,883922e5cd6d8473
Tiffany Masters,63.0,65.0,Orthodox,,ca743f96dd2063d5
Jorge Masvidal,71.0,74.0,Orthodox,,47b9e0e7703a4868
Al Matavao,68.0,67.0,Orthodox,,eec3fe66a8b11a26
Tateki Matsuda,67.0,,Orthodox,,3a524c6700addc24
Daijiro Matsui,69.0,,Orthodox,,cd42bbe8887bba90
Koichiro Matsumoto,67.0,,,,2fb6f197d1fbc779
Naoki Matsushita,66.0,,Orthodox,,990060b2a68a7b82
AJ Matthews,71.0,,,,18e4f61f16f458c6
Jake Matthews,71.0,73.0,Orthodox,,a845f0735bc67405
Claudio Mattos,,,Orthodox,,6e2b1d631832921d
John Matua,74.0,,Orthodox,,c933d423ebdbbbdb
Francesco Maturi,,,,,d3b5ad3b15a64a18
Vladimir Matyushenko,72.0,74.0,Orthodox,,ccdd90bd1fc7dab6
Miranda Maverick,63.0,65.0,Southpaw,,f29a6350c69f4a33
Nick Maximov,72.0,76.0,Southpaw,,12585614e0ed2626
Elaina Maxwell,68.0,,Orthodox,,a16ce18149021139
Jeremy May,73.0,,,,c32fdfe75cda5b22
Jack May,80.0,,Switch,,2c6e81426dd7573c
Don'Tale Mayes,78.0,81.0,Orthodox,,1a9480fc288e55d7
Gray Maynard,69.0,70.0,Orthodox,1979-05-09,7d96bc577e5178b2
Brooke Mayo,67.0,,,,1b41c21d947d6f2f
Gina Mazany,66.0,68.0,Southpaw,,016a8d958883167c
Sabina Mazo,67.0,70.0,Orthodox,,70d2329a92864fdb
Scott McAfee,68.0,,Orthodox,,7e7d81bf162a5ec1
Bobby McAndrews,,,Orthodox,,ef6f45095119d416
Michael McBride,73.0,,Orthodox,,443f60bec7c3c3d5
Ian McCall,65.0,64.0,Orthodox,1984-05-07,701e057d63c124d9
Molly McCann,64.0,62.0,Orthodox,1990-05-04,51018a31ddf31eb2
Charles McCarthy,70.0,71.0,Orthodox,,da97d6c97d09c030
Sean McCorkle,79.0,81.0,Orthodox,,008dc37cca279def
Kris McCray,72.0,76.0,Orthodox,,baed16f18348908e
Tamdan McCrory,76.0,76.0,Switch,,eff47295daf721a6
Rob McCullough,69.0,69.0,Orthodox,1977-05-26,11e3fd7546359fc5
Justin McCully,73.0,73.0,Orthodox,,75f871836d41f90f
Robert McDaniel,75.0,75.0,Southpaw,1983-05-03,5cafbc97dba2e797
Michael McDonald,71.0,,Orthodox,,d52ef694108f8235
Scott McDonald,,,,,08ae3100bf2100ed
Michael McDonald,69.0,70.0,Orthodox,,d0314416a7f26527
Josh McDonald,,,,,b507a76087e3ed9f
Miles McDonald,67.0,,,,a3f8356ace5e3eb5
Justin McElfresh,78.0,,Orthodox,,49c29e57d4e2be6f
Drew McFedries,72.0,72.0,Southpaw,,1fd4fbdcc67de844
Liam McGeary,78.0,,,,e4e0993befecdaf8
Gan McGee,82.0,,Orthodox,,d90b630e0561818b
Court McGee,71.0,75.0,Orthodox,,523fa774700d7d3f
Ryan McGillivray,71.0,,,,1f9c371c93dfd3a9
Ryan McGivern,72.0,,Orthodox,,856ec65948b7d234
Jack McGlaughlin,,,Orthodox,,237187ed9f419285
Conor McGregor,69.0,74.0,Southpaw,,f4c49976c75c5ab2
Greg McIntyre,70.0,,Orthodox,,00a905a4a4a2b071
Antonio McKee,68.0,,Southpaw,,3414b50b08a10600
AJ McKee,70.0,,,,f3ec0214794a699e
Rhys McKee,74.0,78.0,Orthodox,,f748267c4ab6c127
Cory McKenna,63.0,58.0,Orthodox,,3351aa64aa83c4d9
Tim McKenzie,72.0,74.0,Orthodox,,9ca265dfe8323db3
Cody McKenzie,72.0,72.0,Switch,,7be63795363029e8
Terrance McKinney,70.0,73.0,Switch,,809bd1a871491508
Brian McLaughlin,69.0,,,1984-05-12,6488729da7ac1c79
Jason McLean,65.0,,,,8336d7a85ce45481
Garreth McLellan,73.0,72.0,Southpaw,,f215cfbd4ba3c270
Sara McMann,66.0,66.0,Orthodox,,7be74a12d7352df2
James McSweeney,76.0,77.0,Switch,,cac08b8685387ca5
Charles McTorry,,,,,acd8a53f7c0ce85e
Daniel McWilliams,73.0,,,,7b03d9df5910917d
Tim Means,74.0,75.0,Orthodox,,4b47e71384a9522f
Yancy Medeiros,70.0,75.0,Orthodox,,813550bc53b15fb0
Anistavio Medeiros,66.0,,Orthodox,1988-05-01,2937cb502dda0808
Kaline Medeiros,63.0,,,,263af068bd986548
Uros Medic,73.0,71.0,Southpaw,,681399317dbf4701
Todd Medina,70.0,,Southpaw,,b60391da771deefe
Jason Medina,69.0,,,,f53fb9d9e57cc38e
Emil Meek,71.0,74.0,Switch,,103b06d8707895a9
Sanford Alton Meeks,77.0,75.0,Orthodox,,27c59ac201539d10
Gerald Meerschaert,73.0,77.0,Southpaw,,6ac9bc2953c47345
Frank Megallon,70.0,,Southpaw,,c0a93b52096b7682
Derrick Mehmen,76.0,,,1985-05-30,6c7dafd03b6cc3f8
Miika Mehmet,,,Orthodox,,41dca66f9dadfc86
Jordan Mein,72.0,73.0,Orthodox,,2aa49b3766a59bcd
Bryce Mejia,73.0,,,,6eae26c44e505775
Brian Melancon,68.0,,Orthodox,1982-05-28,eee7dafac7d672b5
Brandon Melendez,71.0,,Southpaw,,2b06b6ad5db63348
Gilbert Melendez,69.0,73.0,Orthodox,,aa5b4eff51bdc7d1
Marcelo Mello,67.0,,Southpaw,,672ef06fd9f41f7d
Fabio Mello,65.0,,Southpaw,,8a028648f3f0761d
Vanessa Melo,65.0,65.0,Orthodox,,9b7dfb3b7d99926a
Antonio Mendes,75.0,77.0,Southpaw,,3795fca327cbcf23
Chad Mendes,66.0,66.0,Orthodox,1985-05-01,b5b684eac99ae0a3
Augusto Mendes,66.0,65.0,Orthodox,,3d5b1ce6097dbb49
Eddie Mendez,70.0,,,,49e49b54e5901d0d
Luis Mendoza,,,,,28200bc87367614f
Pietro Menga,67.0,68.0,Southpaw,,869d68b5383131fd
Alonzo Menifield,72.0,76.0,Orthodox,,a495f599e787614f
Ivan Menjivar,66.0,64.0,Orthodox,1982-05-30,5755960ebd0b16f6
Dave Menne,70.0,,Orthodox,,275cafc9de131c83
Steve Mensing,71.0,,Orthodox,,3bc27ec15facbcf3
Buck Meredith,74.0,,,1982-05-17,36120738148f203f
Adam Meredith,74.0,,,,c1135a6892e916db
Joe Merritt,72.0,,Orthodox,,e82d5f54daa85a7e
Jeremiah Metcalf,73.0,,Orthodox,,5bdcbd8dd681a257
Jonathan Meunier,75.0,,Switch,,5823ceab56741617
Yaotzin Meza,69.0,71.0,Orthodox,,3623bd267a2eef2e
Guy Mezger,73.0,,Orthodox,,946f341df6472ee0
Brandon Michaels,69.0,,,,f5e4ce11afbdfb61
Andreas Michailidis,72.0,76.0,Orthodox,,79325a3c1a5c3bf4
David Michaud,69.0,,Orthodox,,49f4b511932f71e9
Chris Mickle,69.0,,Orthodox,,f903967fd320da38
Zachary Micklewright,72.0,74.0,Southpaw,,a36a14985a57a1c6
Kristof Midoux,73.0,,Orthodox,,5b5b9c6f6f270369
Keith Mielke,68.0,,,,f62850b3c7480db9
Chris Mierzwiak,73.0,,,,2b284840ca89876a
Gabriel Miglioli,68.0,,,,a6fa5dd90528e9f7
Bojan Mihajlovic,71.0,73.0,Orthodox,,d6285cba1d1052e0
Billy Miles,70.0,,Orthodox,,3c48019bc387b80c
Pat Miletich,70.0,,Orthodox,,cedfdf8d423d500c
Curtis Millender,74.0,76.0,Orthodox,,f1928a52590c5532
Phillip Miller,71.0,,Orthodox,,18aecaf50f52e4c3
Jason Miller,73.0,,Orthodox,,b2f88c04c4dd43ce
Dan Miller,73.0,74.0,Orthodox,,d0c29452d3272603
Jim Miller,68.0,71.0,Southpaw,,d1941565abf50b16
Cole Miller,73.0,73.0,Orthodox,,282fa667ff9c51ed
Henry Miller,67.0,,Southpaw,,45a2ba3ef82b9700
Micah Miller,72.0,,Orthodox,,3ff0d0dc7a14bb50
Aaron Miller,69.0,,,,a4d055f1435d6d75
Mo Miller,68.0,72.0,Orthodox,,39019970ac8543e9
Eddy Millis,73.0,,,,f2c934689243fe4e
Che Mills,73.0,76.0,Orthodox,,6cadfd8f1d9e7685
Adam Milstead,75.0,76.0,Orthodox,,72ffecf712673af1
Alberto Mina,72.0,77.0,Orthodox,1982-05-02,4b1d46a1b5c0fd11
Vitaly Minakov,74.0,,,,56c975c4a2b357a5
Darrick Minner,67.0,69.0,Orthodox,,34e516ab361afb1c
Mike Minniger,,,,,c8aa3541bec4042e
Ikuhisa Minowa,69.0,,Orthodox,,ce6065baef021cf3
Carlton Minus,70.0,75.0,Orthodox,,40d8b74488743800
Stipe Miocic,76.0,80.0,Orthodox,,d28dee5c705991df
Frank Mir,75.0,79.0,Southpaw,1979-05-24,1ff9589f9065a9ed
Juan Miranda,,,,,be8ad887e4d674b0
Mario Miranda,75.0,74.0,Orthodox,,df2bf09c99594848
Vitor Miranda,73.0,77.0,Orthodox,,4bcb6eb12b4ad4aa
Damir Mirenic,72.0,,Orthodox,,992c82450d96f726
Kazuo Misaki,68.0,,Orthodox,,5e7a28f20927d64a
Toby Misech,68.0,,Southpaw,,3f87218a7aca84c4
Dokonjonosuke Mishima,67.0,,Southpaw,,b14a68c533f4a4aa
Felix Lee Mitchell,,,Orthodox,,6cbb7661c3258617
David Mitchell,72.0,75.0,Orthodox,,8f3df4c579cfbb69
Danny Mitchell,74.0,,Orthodox,,c06d554ce1713fd3
Brad Mitchell,71.0,,,,7263e0dc082adc87
Clay Mitchell,74.0,,,,3d960455f880bb25
Bryce Mitchell,70.0,70.0,Southpaw,,d9c6f19f958643e9
Maurice Mitchell,69.0,,Orthodox,,568bebed6366b667
Roman Mitichyan,70.0,,Orthodox,,2961be02cfb0d2c1
Matt Mitrione,75.0,82.0,Switch,,ba280572acfba13f
Eiji Mitsuoka,67.0,,Southpaw,,2b4faacc16d66898
Hiromitsu Miura,69.0,71.0,Orthodox,,509697e08673d2e5
JonathanMix,72.0,,,,f64e4ecd214c6378
Tomoya Miyashita,67.0,,Southpaw,,c9885b1b7c7055a0
Kazuyuki Miyata,68.0,,Orthodox,,af70d268e5352186
Motoki Miyazawa,71.0,,Southpaw,,9649d75defe0dedb
Takeya Mizugaki,67.0,69.0,Orthodox,,48e093ea1f43a053
Tatsuya Mizuno,73.0,,Southpaw,,478c8706bdb92440
Roxanne Modafferi,67.0,69.0,Orthodox,,4498b382c65a7faa
Bobby Moffett,70.0,73.0,Orthodox,,d76ad9a08c4408ff
Bronson Mohika,,,,,65239fccecd03404
Nate Mohr,69.0,72.0,Orthodox,,04c15b52c3cc1cab
Renato Moicano,71.0,72.0,Orthodox,1989-05-21,b6452706b373eea1
Thiago Moises,69.0,70.0,Orthodox,,d945aae53e3e54e6
Muhammad Mokaev,69.0,,,,75353550928a7921
Ashkan Mokhtarian,66.0,67.0,Southpaw,,e9bc5748e6a76bb6
Suman Mokhtarian,68.0,72.0,Orthodox,,192520689012c7e4
Dan Molina,70.0,,,,606136dee6f6ecea
Jeff Molina,66.0,69.0,Orthodox,,008ea710276c9606
Rudyard Moncayo,70.0,,Orthodox,,02d276b7d62b3472
Hidetaka Monma,72.0,,Orthodox,,a8e133139286df84
Jeff Monson,69.0,74.0,Orthodox,,cbfd1d34356a004c
Darrell Montague,66.0,67.0,Southpaw,,bffeb123b21c9aad
Andrew Montanez,,,,,72c9c2eadfc3277e
Augusto Montano,73.0,73.0,Orthodox,,94508d80e1f885fc
Erick Montano,72.0,73.0,Orthodox,,8163cd7de0342652
Nicco Montano,65.0,65.0,Southpaw,,1de9ad94de18eeaf
Alberto Montes,67.0,,,1994-05-31,a112097ad877a48f
Steve Montgomery,76.0,,Southpaw,,6e92eb1242b46636
James Moontasri,70.0,71.0,Switch,,c06a9b48d4132c8e
Homer Moore,70.0,,Orthodox,,e56df3c1d8b4b1cc
Todd Moore,69.0,71.0,Southpaw,,e31502e3f79d00c5
Nate Moore,72.0,,,,518e5202a91980d4
Dustin Moore,64.0,,,,831de97afe326478
Taylor Moore,70.0,70.0,Southpaw,,26927dab41dbd5fc
Sergio Moraes,72.0,72.0,Orthodox,,1bcaac2d99b90fce
Marlon Moraes,66.0,67.0,Orthodox,,fea79f9bc8c68769
Sheymon Moraes,68.0,72.0,Orthodox,,0d62719b1dcf7c40
John Moraga,66.0,66.0,Orthodox,,92437c6775b3f7d1
Ricardo Morais,80.0,,Orthodox,,2dc7f1762dc0a7ef
Leonardo Morales,68.0,,Southpaw,,45230be0641f3f53
Albert Morales,69.0,72.0,Orthodox,1991-05-25,544d7460b3e44393
Joseph Morales,66.0,69.0,Switch,,2fe9032955c2e013
Vince Morales,67.0,70.0,Orthodox,,37098a6e6c27fb66
Omar Morales,71.0,73.0,Orthodox,,a0e6753c42698f13
Michael Morales,72.0,79.0,Orthodox,,c32aeb1a59e6272d
Sarah Moras,67.0,67.0,Orthodox,,539ed332b3078821
Christian Morecraft,78.0,81.0,Orthodox,,80779d7441af1b52
Joe Moreira,71.0,,Southpaw,,df85d6ec3493d120
Richardson Moreira,74.0,,Orthodox,,9147679e1a4ad4a3
Gisele Moreira,66.0,,Orthodox,,6a125ba3ec37e27e
Vinicius Moreira,76.0,76.0,Orthodox,,acb36c908d415c4a
Jesse Moreng,67.0,,Orthodox,,2e2cdb6e9eb84bb9
Brandon Moreno,67.0,70.0,Orthodox,,792be9a24df82ed6
Mike Moreno,72.0,,,,bb2eee4fb3259c01
Dan Moret,72.0,73.0,Southpaw,,66e98b3bb5fc5250
Sammy Morgan,70.0,,Orthodox,,2067a177a2842fbf
Peggy Morgan,73.0,,,,92b36014314b028b
Alex Morono,71.0,72.0,Orthodox,,cdb96af67d096b1e
Maryna Moroz,67.0,67.0,Orthodox,,b4192a975027aab6
Sergey Morozov,66.0,67.0,Orthodox,,2f6a993c7f547c13
Brad Morris,74.0,,Orthodox,,6803d4d6908354ac
Scott Morris,70.0,,Orthodox,,be9d259be012e8a4
Anthony Morrison,67.0,,Orthodox,,dab0e6cb8c932162
Jack Morrison,71.0,,,,38fccd44d669bb2f
Harry Moskowitz,77.0,,Orthodox,,4dc496aa0cfc0d95
Juan Mott,72.0,,Switch,,5da4e8dc02e50ac0
Nikolas Motta,69.0,70.0,Orthodox,,37f560436d745c18
Flavio Luiz Moura,71.0,,Open Stance,,ab35634d1a8c7a11
Gegard Mousasi,74.0,76.0,Orthodox,,232c582f29f8f65e
Kris Moutinho,67.0,68.0,Southpaw,,9c27f3217891f3f0
Kin Moy,65.0,,,,ae922e7d9e852d7a
Jamie Moyle,61.0,65.0,Orthodox,,882d62561063a927
Askar Mozharov,75.0,,,,e92901944ce91909
Garrett Mueller,69.0,,,,d0c325dfefdde31f
Lauren Mueller,65.0,67.0,Orthodox,,f923e012414c883e
Belal Muhammad,71.0,72.0,Orthodox,,b1b0729d27936f2f
Fazlo Mulabitinovic,,,,,2252b2c892397f0d
Quinn Mulhern,75.0,,Orthodox,,16af2d5a6f28bee2
James Mulheron,70.0,73.0,Orthodox,,8d5350fa18b79e9a
Jamie Mullarkey,72.0,74.0,Orthodox,,af9f42e6894047fc
Jim Mullen,73.0,,Southpaw,,1a49e0670dfaca31
Pedro Munhoz,66.0,65.0,Orthodox,,6bd02119599741a4
Andre Muniz,73.0,78.0,Southpaw,,886264a0c9f4ea5e
Mark Munoz,72.0,71.0,Orthodox,,179f1948dc234f1f
Alexander Munoz,69.0,72.0,Switch,,f8f1ec513bcfef43
Johnny Munoz,69.0,71.0,Orthodox,,f6bcbd91b114ff58
Andy Murad,69.0,,,,fd0b4e3eb18eafb7
Olivier Murad,70.0,72.0,Southpaw,,c3dd69333eb8085a
Makhmud Muradov,74.0,75.0,Orthodox,,ea7e5bc78d9de658
Kazunari Murakami,73.0,,Orthodox,,cfbccfed4e4796fe
Ryuichi Murata,68.0,,Orthodox,,e3a6c6d6d0ac0815
Kanako Murata,61.0,62.0,Orthodox,,e0b0cf71e0d69dd0
Vince Murdock,66.0,64.0,Orthodox,,4b90384d7c3519b8
Tom Murphy,74.0,,Southpaw,,62918a2118de08b2
Ian Murphy,73.0,,Orthodox,,de25520d54eab12d
Jon Murphy,75.0,,Orthodox,,1b5c146ee7b86e34
Lauren Murphy,65.0,67.0,Orthodox,,729d4bd5a6cd0a97
Patrick Murphy,72.0,,,,eca7e064746c161a
Lerone Murphy,69.0,73.0,Orthodox,,396fe87b84ac2e1c
Lee Murray,75.0,,Orthodox,,32016899d0a222a3
Jesse Murray,75.0,78.0,Orthodox,,d0147e906106cd2e
Khalid Murtazaliev,72.0,76.0,Orthodox,,231cae8b77fbbcc1
Azamat Murzakanov,70.0,71.0,Southpaw,,e90a2f22417af68e
Nicholas Musoke,72.0,75.0,Orthodox,,8b5f9ea38184ded3
Andre Mussi,75.0,,Orthodox,,d0d43cb9b14f231c
Magomed Mustafaev,68.0,71.0,Orthodox,,31d7446b184e3305
Max Mustaki,72.0,,Orthodox,,f4c40f8a64d3151d
Elvis Mutapcic,72.0,72.0,Orthodox,,28c55b4087a6f136
Fiona Muxlow,64.0,,,1977-05-13,062e57ca1a3c95a8
Ho Bae Myeon,71.0,,Orthodox,,2719f300b0439039
Na Liang,65.0,67.0,Orthodox,,ec0dcceace7d25a3
Katsuhiko Nagata,67.0,,Southpaw,,d5ae8074631762fc
Yuji Nagata,72.0,,Orthodox,,e49c2db95e572dc8
Greg Nagy,73.0,,Orthodox,,342422bb6ced1e8d
Logan Nail,,,,,47e0b5833e6bc91a
Muhammad Naimov,69.0,70.0,Orthodox,,8d11d9c13e2ccdf7
Yukiya Naito,73.0,,Orthodox,,7be328bb3c2ea22e
Andrews Nakahara,73.0,,Orthodox,,7a9ca95a92d7b64c
Rin Nakai,61.0,,Orthodox,,f9ae6914f604aa9f
Kazuhiro Nakamura,71.0,70.0,Orthodox,,b034747dc1d15491
Keita Nakamura,71.0,73.0,Southpaw,1984-05-22,65ddc8a9ac4e8531
Daisuke Nakamura,67.0,,Orthodox,,a196332ee4aa8a82
Yusaku Nakamura,65.0,,,,03e8df49c4a059ba
Jutaro Nakao,69.0,,Southpaw,,95eb112a85601a0a
Yoshihiro Nakao,72.0,,Southpaw,,e18012194473e8b0
Yui Chul Nam,69.0,,Orthodox,,a00ec21cfbba17b6
Tyson Nam,67.0,68.0,Orthodox,,6e00cfffd54653c4
Rose Namajunas,65.0,65.0,Orthodox,,47b63240018d5d86
Yasuhito Namekawa,69.0,,Orthodox,,6083f497c22cc075
Nad Narimani,68.0,70.0,Orthodox,,776a58a67665a171
Roger Narvaez,75.0,,Southpaw,,3a12a2f096a6d975
Fabio Nascimento,70.0,,Orthodox,,307064d3e0f036c2
Allan Nascimento,68.0,69.0,Orthodox,,253076a23d03dcd0
Rodrigo Nascimento,74.0,80.0,Orthodox,,d31a5546c0e9b213
Bobby Nash,72.0,74.0,Orthodox,,7dfb56f24fe5ddea
Reza Nasri,71.0,,Orthodox,,d41937647eae9a34
Nasrudin Nasrudinov,72.0,71.0,Orthodox,,769fa803bf9d2e3b
Pawel Nastula,72.0,,Southpaw,,154a6b3ffae264cd
Rafael Natal,72.0,77.0,Orthodox,,0dba4df5f34d5ff0
Kevin Natividad,66.0,70.0,Orthodox,,0c258d1d8e16e5f1
Ismail Naurdiev,70.0,74.0,Orthodox,,6a96ad1bc34fb113
Danny Navarro,70.0,,,1983-05-27,618f72750ec50b05
Marcio Navarro,72.0,,,,52f7d300738961ac
Tafon Nchukwi,72.0,77.0,Orthodox,,6aae253467e8f9ce
Dustin Neace,69.0,,,,e503aa5c252a1b4d
Josh Neal,72.0,,,,0b534765dca35e71
Joe Neal,66.0,,,,5751267660c734cb
Geoff Neal,71.0,75.0,Southpaw,,b997be68943010fc
Stanislav Nedkov,71.0,71.0,Orthodox,,1d4bbaabd8b60173
Josh Neer,71.0,72.0,Orthodox,,d1a1314976c50bef
Nicolae Negumereanu,72.0,78.0,Orthodox,,8c57c7b8c3bab0eb
Steve Nelmark,72.0,,Orthodox,,13e62d766b709aa6
Shane Nelson,69.0,70.0,Southpaw,,2db7fa8db6bc9632
Roy Nelson,72.0,73.0,Orthodox,,3f7c14c7eca7195d
Gunnar Nelson,71.0,72.0,Switch,,fd55393021a8c255
Kyle Nelson,71.0,71.0,Switch,,31f8081c7600da93
Lissette Neri,62.0,,,,f4db63258ecf0613
Mario Neto,72.0,,Orthodox,,1209b5134401ca53
Antonio Braga Neto,75.0,77.0,Orthodox,,fae67903c4fe636b
Julio Cesar Neves Jr.,68.0,,,,195d0d3e14a2e256
Nick Newell,70.0,,Southpaw,,f562238becb9ec50
Journey Newson,65.0,67.0,Orthodox,,78f485f851891d68
Jeff Newton,74.0,,Sideways,,94609dd91731d428
Carlos Newton,69.0,,Orthodox,,952f6fa06f25a0ec
Emanuel Newton,73.0,,,,fbbbc68d368832fa
Francis Ngannou,76.0,83.0,Orthodox,,8d03ce87ca14e778
Ben Nguyen,65.0,65.0,Switch,,840d2c82ea68b9aa
Steven Nguyen,71.0,73.0,Switch,1993-05-19,69037fc7730e4225
Alex Nicholson,76.0,77.0,Orthodox,1990-05-02,2b6d855c6e280fb1
Mike Nickels,76.0,,Orthodox,,330ec26453c44a59
Matheus Nicolau,66.0,66.0,Orthodox,,1a31ef98efce7a79
Jaimelene Nievera,65.0,,Orthodox,,3edf45e1717fa764
Khomkrit Niimi,62.0,,,,52a003d768f10d91
Tom Niinimaki,69.0,69.0,Orthodox,,5fceb45939fc0c8a
Ramsey Nijem,71.0,75.0,Orthodox,,22aa91e402d0fe1f
Hans Nijman,72.0,,Switch,,4956f60b7fa57c1a
Jack Nilson,,,,,53e533db1b8e9712
Mats Nilsson,73.0,,Orthodox,,a9bcf8717dd12532
Guangyou Ning,64.0,64.0,Southpaw,,2c1170b825f58e57
Soichi Nishida,71.0,,Orthodox,,6810d8d2dd557cf9
Yosuke Nishijima,69.0,,Orthodox,1973-05-15,5cde96e0a1a1fffe
Akiyo Nishiura,68.0,,Southpaw,,6c9383ffab2725a5
Anthony Njokuani,73.0,75.0,Orthodox,,6bf5a7d3e081ade2
Chidi Njokuani,75.0,80.0,Orthodox,,c68c68efaa5ca6ef
Derrick Noble,69.0,,Southpaw,,21321cdfba797c52
Kyle Noblitt,74.0,,,,4acf03bdec2025d7
Pedro Nobre,65.0,,,,e983c62faf677ab2
Jacob Noe,,,,,9bff1b4c37ebbede
Antonio Rodrigo Nogueira,75.0,77.0,Orthodox,,ee9d73f4fee9cbdd
Rogerio Nogueira,74.0,75.0,Southpaw,,73e09f837f3b5ecc
Alexandre Franca Nogueira,67.0,,Orthodox,,4c27ca8c8481f79a
Talita Nogueira,70.0,,,,a3d1d060f9af97fe
Kyle Noke,73.0,76.0,Southpaw,,7339d340aa2889cb
Nick Nolte,72.0,,,,d665de9b4da87c22
KJ Noons,70.0,70.0,Orthodox,,b7ffa72aa148599a
Sage Northcutt,72.0,71.0,Orthodox,,ed9d8ee3a4239b1c
Jan Nortje,73.0,,Southpaw,,bd4389b71fdc0ce2
Scott Norton,70.0,,Orthodox,,f21a3d68fb9df387
Jonatas Novaes,71.0,,,,9e8e5c529057fe60
Jason Novelli,72.0,,Orthodox,,459e4dc69ec669b2
Phillipe Nover,69.0,72.0,Orthodox,,64360e618823a8e4
Shayilan Nuerdanbieke,68.0,69.0,Orthodox,1994-05-04,0a73acff6325c1e2
Diego Nunes,66.0,67.0,Orthodox,,3a24769a4855040a
Amanda Nunes,68.0,69.0,Orthodox,1988-05-30,80fa8218c99f9c58
Nina Nunes,65.0,64.0,Orthodox,,d343df8ba11f4c4e
Istela Nunes,64.0,66.0,Orthodox,,efc67b07eed39794
Josiane Nunes,62.0,67.0,Southpaw,,68d35296f566792b
Khabib Nurmagomedov,70.0,70.0,Orthodox,,032cc3922d871c7f
Said Nurmagomedov,68.0,70.0,Orthodox,,0fd5f4b838e890cc
Abubakar Nurmagomedov,71.0,72.0,Orthodox,,029e1293e609fd74
Umar Nurmagomedov,68.0,,Orthodox,,2b6fc1c02736833d
Kennedy Nzechukwu,77.0,83.0,Southpaw,,8667caa0451d245b
Jake O'Brien,75.0,76.0,Orthodox,,20bcc9966affb19c
TJ O'Brien,74.0,,Orthodox,,d25b93992f285953
Sean O'Connell,73.0,74.0,Orthodox,,cb52f9490c2dc069
Dan O'Connor,64.0,,,,69ea0119f6f0dfe0
Sean O'Haire,77.0,,Orthodox,,46effbd1135423c5
Sean O'Malley,71.0,72.0,Switch,,b50a426a33da0012
Jeremiah O'Neal,68.0,,,,338fda4ec7034c5d
Chuck O'Neil,74.0,,,,56bc9ccb609df534
Casey O'Neill,66.0,69.0,Orthodox,,04835018f90b118c
Brendan O'Reilly,67.0,69.0,Orthodox,,494b0bfdbac74502
Takahiro Oba,68.0,,Southpaw,,7139cd2ae4bf6a29
