event,outcome,weightclass,method,round,time,fight_id,fighter1,fighter2,date,L_f1,W_f1,fights_f1,L_f2,W_f2,fights_f2,fighter_x,height_x,reach_x,stance_x,dob_x,fighter_id_x,fighter_y,height_y,reach_y,stance_y,dob_y,fighter_id_y
UFC 175: Weidman vs Machida,1.0,bw,sub,3,69,27c34f7a7e1c4d67,Urijah Faber,Alex Caceres,2014-07-05,1.0,11.0,12.0,6.0,3.0,9.0,Urijah Faber,66.0,67.0,Orthodox,1979-05-14,78114b7199cef90c,Alex Caceres,70.0,73.0,Southpaw,,7aa3d6964eff4877
UFC 165: Jones vs Gustafsson,0.0,bw,dec_spl,3,300,a605d4153c7dbd84,Roland Delorme,Alex Caceres,2013-09-21,3.0,3.0,6.0,6.0,3.0,9.0,Roland Delorme,69.0,71.0,Orthodox,,173acb3f920082b8,Alex Caceres,70.0,73.0,Southpaw,,7aa3d6964eff4877
UFC on FUEL TV: Munoz vs Weidman,0.0,bw,sub,2,87,d6dcbf543d7e303d,Damacio Page,Alex Caceres,2012-07-11,1.0,0.0,1.0,6.0,3.0,9.0,Damacio Page,66.0,66.0,Orthodox,,c96e2ae6021144a1,Alex Caceres,70.0,73.0,Southpaw,,7aa3d6964eff4877
UFC Live: Hardy vs Lytle,1.0,ftw,sub,2,192,345f0bd50451a321,Jimy Hettes,Alex Caceres,2011-08-14,1.0,2.0,3.0,6.0,3.0,9.0,Jimy Hettes,69.0,71.0,Southpaw,,893d51aaf024eddd,Alex Caceres,70.0,73.0,Southpaw,,7aa3d6964eff4877
UFC Fight Night: Santos vs. Ankalaev,1.0,ftw,sub,2,282,5cad3ab6553e9ec9,Damon Jackson,Kamuela Kirk,2022-03-12,0.0,3.0,3.0,1.0,1.0,2.0,Damon Jackson,71.0,71.0,Switch,,29af297d9f1de0f8,Kamuela Kirk,70.0,75.0,Switch,,c7d7fda69ec410d3
UFC Fight Night: Rozenstruik vs. Sakai,0.0,ftw,dec_una,3,300,827aacd14f80e8f3,Makwan Amirkhani,Kamuela Kirk,2021-06-05,3.0,3.0,6.0,1.0,1.0,2.0,Makwan Amirkhani,70.0,72.0,Southpaw,,87a1dc546b1c5caf,Kamuela Kirk,70.0,75.0,Switch,,c7d7fda69ec410d3
UFC Fight Night: Santos vs. Ankalaev,0.0,wflw,sub,2,135,b55de7d791b9f62d,Sabina Mazo,Miranda Maverick,2022-03-12,3.0,3.0,6.0,0.0,3.0,3.0,Sabina Mazo,67.0,70.0,Orthodox,,70d2329a92864fdb,Miranda Maverick,63.0,65.0,Southpaw,,f29a6350c69f4a33
UFC 260: Miocic vs. Ngannou,0.0,wflw,dec_una,3,300,8317208cfb030ed3,Gillian Robertson,Miranda Maverick,2021-03-27,2.0,7.0,9.0,0.0,3.0,3.0,Gillian Robertson,65.0,63.0,Orthodox,1995-05-17,38c7f72747f4f712,Miranda Maverick,63.0,65.0,Southpaw,,f29a6350c69f4a33
UFC 254: Khabib vs. Gaethje,0.0,wflw,tko_doc,1,300,47f9c14a7dca1ad7,Liana Jojua,Miranda Maverick,2020-10-24,2.0,0.0,2.0,0.0,3.0,3.0,Liana Jojua,64.0,62.0,Orthodox,,eebc23626e38f5dc,Miranda Maverick,63.0,65.0,Southpaw,,f29a6350c69f4a33
UFC 272: Covington vs. Masvidal,1.0,ww,ko_tko,2,38,43b43c5d439b2f98,Kevin Holland,Alex Oliveira,2022-03-05,1.0,9.0,10.0,4.0,4.0,8.0,Kevin Holland,75.0,81.0,Orthodox,,3a46b268013afede,Alex Oliveira,71.0,76.0,Orthodox,,57b10fca4f9c9a7a
UFC Fight Night: Hermansson vs. Cannonier,1.0,ww,dec_una,3,300,9c7b6a20f35fb708,Nicolas Dalby,Alex Oliveira,2019-09-28,1.0,2.0,3.0,4.0,4.0,8.0,Nicolas Dalby,71.0,74.0,Orthodox,,9d19d9e4aa2662e8,Alex Oliveira,71.0,76.0,Orthodox,,57b10fca4f9c9a7a
UFC Fight Night: Poirier vs. Gaethje,0.0,ww,sub,2,197,e18a8b333529cc09,Carlos Condit,Alex Oliveira,2018-04-14,6.0,6.0,12.0,4.0,4.0,8.0,Carlos Condit,74.0,75.0,Orthodox,,f9f07bb5a43535ed,Alex Oliveira,71.0,76.0,Orthodox,,57b10fca4f9c9a7a
UFC Fight Night: Weidman vs. Gastelum,0.0,ww,ko_tko,2,110,d0e5487f55c57ad2,Ryan LaFlare,Alex Oliveira,2017-07-22,2.0,3.0,5.0,4.0,4.0,8.0,Ryan LaFlare,73.0,74.0,Southpaw,,4c7781da8c6cae93,Alex Oliveira,71.0,76.0,Orthodox,,57b10fca4f9c9a7a
UFC Fight Night: Lineker vs. Dodson,0.0,lw,ko_tko,3,210,3a8cc4cda195d758,Will Brooks,Alex Oliveira,2016-10-01,2.0,0.0,2.0,4.0,4.0,8.0,Will Brooks,70.0,72.0,Orthodox,,b6e6c3b1dcaae0a1,Alex Oliveira,71.0,76.0,Orthodox,,57b10fca4f9c9a7a
UFC Fight Night: Cowboy vs Cowboy,1.0,ww,sub,1,153,214fa13c3f230259,Donald Cerrone,Alex Oliveira,2016-02-21,6.0,18.0,24.0,4.0,4.0,8.0,Donald Cerrone,73.0,73.0,Orthodox,,1d00756835ca67c9,Alex Oliveira,71.0,76.0,Orthodox,,57b10fca4f9c9a7a
UFC Fight Night: Condit vs Alves,0.0,ww,sub,1,171,bf658320ccd69021,KJ Noons,Alex Oliveira,2015-05-30,1.0,0.0,1.0,4.0,4.0,8.0,KJ Noons,70.0,70.0,Orthodox,,b7ffa72aa148599a,Alex Oliveira,71.0,76.0,Orthodox,,57b10fca4f9c9a7a
UFC Fight Night: Maia vs LaFlare,1.0,lw,sub,3,254,55c6d02e838dc60f,Gilbert Burns,Alex Oliveira,2015-03-21,3.0,9.0,12.0,4.0,4.0,8.0,Gilbert Burns,70.0,71.0,Orthodox,,23024fdfc966410a,Alex Oliveira,71.0,76.0,Orthodox,,57b10fca4f9c9a7a
UFC 272: Covington vs. Masvidal,1.0,hw,ko_tko,1,136,cda06ff86cfe4f5f,Serghei Spivac,Greg Hardy,2022-03-05,0.0,2.0,2.0,4.0,1.0,5.0,Serghei Spivac,75.0,78.0,Orthodox,,e2f6b2769aaedd6c,Greg Hardy,77.0,80.0,Orthodox,,85073dbd1be65ed9
UFC 264: Poirier vs. McGregor 3,1.0,hw,ko_tko,1,67,53b480b44b0b51f1,Tai Tuivasa,Greg Hardy,2021-07-10,4.0,3.0,7.0,4.0,1.0,5.0,Tai Tuivasa,74.0,75.0,Southpaw,,c62fbc117d57b943,Greg Hardy,77.0,80.0,Orthodox,,85073dbd1be65ed9
UFC Fight Night: Thompson vs. Neal,1.0,hw,ko_tko,2,271,cd150cd28738a7c5,Marcin Tybura,Greg Hardy,2020-12-19,2.0,7.0,9.0,4.0,1.0,5.0,Marcin Tybura,75.0,78.0,Orthodox,,c9cf753cfdf77fc2,Greg Hardy,77.0,80.0,Orthodox,,85073dbd1be65ed9
UFC Fight Night: Hall vs. Silva,0.0,hw,ko_tko,2,72,d763ad79532b27ff,Maurice Greene,Greg Hardy,2020-10-31,3.0,3.0,6.0,4.0,1.0,5.0,Maurice Greene,79.0,80.0,Orthodox,,068f8a189a47fea6,Greg Hardy,77.0,80.0,Orthodox,,85073dbd1be65ed9
UFC Fight Night: Zabit vs. Kattar,1.0,hw,dec_una,3,300,3cd1f2c31b4e325a,Alexander Volkov,Greg Hardy,2019-11-09,1.0,7.0,8.0,4.0,1.0,5.0,Alexander Volkov,79.0,80.0,Orthodox,,279566840aa55bf2,Greg Hardy,77.0,80.0,Orthodox,,85073dbd1be65ed9
UFC 272: Covington vs. Masvidal,1.0,wflw,sub,2,207,c6fc43c351b08bda,Maryna Moroz,Mariya Agapova,2022-03-05,2.0,3.0,5.0,1.0,1.0,2.0,Maryna Moroz,67.0,67.0,Orthodox,,b4192a975027aab6,Mariya Agapova,66.0,68.0,Southpaw,,a08ddd04eaffd81d
UFC Fight Night: Dern vs. Rodriguez,0.0,wflw,sub,3,53,38957d8eb185391c,Sabina Mazo,Mariya Agapova,2021-10-09,3.0,3.0,6.0,1.0,1.0,2.0,Sabina Mazo,67.0,70.0,Orthodox,,70d2329a92864fdb,Mariya Agapova,66.0,68.0,Southpaw,,a08ddd04eaffd81d
UFC 272: Covington vs. Masvidal,1.0,flw,dec_una,3,300,c420c376cc1d149c,Tim Elliott,Tagir Ulanbekov,2022-03-05,5.0,6.0,11.0,1.0,1.0,2.0,Tim Elliott,67.0,66.0,Southpaw,,c96d9178c9ed9e62,Tagir Ulanbekov,67.0,70.0,Southpaw,,f00ac08ab056af5d
UFC Fight Night: Moraes vs. Sandhagen,0.0,flw,dec_una,3,300,dbb5d682a2d7f584,Bruno Silva,Tagir Ulanbekov,2020-10-10,3.0,2.0,5.0,1.0,1.0,2.0,Bruno Silva,64.0,65.0,Orthodox,,294aa73dbf37d281,Tagir Ulanbekov,67.0,70.0,Southpaw,,f00ac08ab056af5d
UFC Fight Night: Moraes vs. Sandhagen,0.0,flw,dec_una,3,300,dbb5d682a2d7f584,Bruno Silva,Tagir Ulanbekov,2020-10-10,3.0,2.0,5.0,1.0,1.0,2.0,Bruno Silva,72.0,74.0,Orthodox,,12ebd7d157e91701,Tagir Ulanbekov,67.0,70.0,Southpaw,,f00ac08ab056af5d
UFC Fight Night: Makhachev vs. Green,0.0,lw,sub,3,100,61a20ff34b6948ba,Rong Zhu,Ignacio Bahamondes,2022-02-26,1.0,1.0,2.0,1.0,2.0,3.0,Rong Zhu,69.0,71.0,Orthodox,,a13d755965a4ec9f,Ignacio Bahamondes,75.0,75.0,Orthodox,,e4a47b07044ddd72
UFC Fight Night: Cannonier vs. Gastelum,0.0,lw,ko_tko,3,295,8badcb2134c1cdaf,Roosevelt Roberts,Ignacio Bahamondes,2021-08-21,2.0,3.0,5.0,1.0,2.0,3.0,Roosevelt Roberts,74.0,73.0,Orthodox,,37c5366d18ed6c05,Ignacio Bahamondes,75.0,75.0,Orthodox,,e4a47b07044ddd72
UFC Fight Night: Vettori vs. Holland,1.0,lw,dec_spl,3,300,7aebf01b5afc0109,John Makdessi,Ignacio Bahamondes,2021-04-10,6.0,8.0,14.0,1.0,2.0,3.0,John Makdessi,68.0,68.0,Orthodox,1985-05-03,c21a036b4e012f1c,Ignacio Bahamondes,75.0,75.0,Orthodox,,e4a47b07044ddd72
UFC Fight Night: Makhachev vs. Green,1.0,ww,sub,1,122,c5d5fcf290cc029e,Ramiz Brahimaj,Micheal Gillmore,2022-02-26,0.0,1.0,1.0,2.0,0.0,2.0,Ramiz Brahimaj,70.0,72.0,Orthodox,,3d074044a33825e7,Micheal Gillmore,71.0,72.0,Orthodox,,ce175eaafe867d1f
UFC Fight Night: Barboza vs. Chikadze,1.0,mw,ko_tko,3,192,ad3aa9520131ff2e,Andre Petroski,Micheal Gillmore,2021-08-28,1.0,3.0,4.0,2.0,0.0,2.0,Andre Petroski,72.0,73.0,Switch,,5f61780fe5e9b6d0,Micheal Gillmore,71.0,72.0,Orthodox,,ce175eaafe867d1f
UFC Fight Night: Walker vs. Hill,1.0,ftw,ko_tko,2,121,2d8db91f91f68069,Chas Skelly,Mark Striegl,2022-02-19,1.0,6.0,7.0,2.0,0.0,2.0,Chas Skelly,71.0,72.0,Orthodox,1985-05-11,4bd6b4800070b069,Mark Striegl,68.0,70.0,Southpaw,,ef1182eb28c17d4e
UFC Fight Night: Ortega vs. The Korean Zombie,1.0,bw,ko_tko,1,51,024a04f78b37b7d9,Said Nurmagomedov,Mark Striegl,2020-10-17,1.0,2.0,3.0,2.0,0.0,2.0,Said Nurmagomedov,68.0,70.0,Orthodox,,0fd5f4b838e890cc,Mark Striegl,68.0,70.0,Southpaw,,ef1182eb28c17d4e
UFC Fight Night: Walker vs. Hill,1.0,bw,ko_tko,3,213,ea63f56779100678,Chad Anheliger,Jesse Strader,2022-02-19,2.0,1.0,3.0,2.0,0.0,2.0,Chad Anheliger,66.0,64.0,Orthodox,,c7c39e2fb70248b3,Jesse Strader,67.0,70.0,Orthodox,1991-05-29,8c39367b53eadf8a
UFC Fight Night: Brunson vs. Holland,1.0,bw,ko_tko,1,118,b8a0047c927faa75,Montel Jackson,Jesse Strader,2021-03-20,0.0,4.0,4.0,2.0,0.0,2.0,Montel Jackson,70.0,75.0,Southpaw,,cc1a8b4b38b92c6d,Jesse Strader,67.0,70.0,Orthodox,1991-05-29,8c39367b53eadf8a
UFC 271: Adesanya vs. Whittaker 2,1.0,mw,ko_tko,2,269,18a1617ee7356352,Jared Cannonier,Derek Brunson,2022-02-12,2.0,6.0,8.0,5.0,4.0,9.0,Jared Cannonier,71.0,77.0,Switch,,13a0275fa13c4d26,Derek Brunson,73.0,77.0,Southpaw,,b1a3e0aca758b322
UFC Fight Night: Jacare vs. Brunson 2,1.0,mw,ko_tko,1,230,3a94bf34e62ae5fd,Jacare Souza,Derek Brunson,2018-01-27,5.0,7.0,12.0,5.0,4.0,9.0,Jacare Souza,73.0,72.0,Orthodox,,7a703c565ccaa18f,Derek Brunson,73.0,77.0,Southpaw,,b1a3e0aca758b322
UFC 208: Holm vs. De Randamie,1.0,mw,dec_una,3,300,d29750cee389a0b9,Anderson Silva,Derek Brunson,2017-02-11,1.0,2.0,3.0,5.0,4.0,9.0,Anderson Silva,74.0,77.0,Southpaw,,1f454354805b6f75,Derek Brunson,73.0,77.0,Southpaw,,b1a3e0aca758b322
UFC Fight Night: Whittaker vs. Brunson,1.0,mw,ko_tko,1,247,6d04fbef6b8e4551,Robert Whittaker,Derek Brunson,2016-11-26,2.0,9.0,11.0,5.0,4.0,9.0,Robert Whittaker,72.0,73.0,Orthodox,,e1147d3d2dabe1ce,Derek Brunson,73.0,77.0,Southpaw,,b1a3e0aca758b322
UFC Fight Night: Poirier vs. Johnson,0.0,mw,ko_tko,1,101,f4cdc944e27c2cd2,Uriah Hall,Derek Brunson,2016-09-17,7.0,7.0,14.0,5.0,4.0,9.0,Uriah Hall,72.0,79.0,Orthodox,,65578a75fa7900e3,Derek Brunson,73.0,77.0,Southpaw,,b1a3e0aca758b322
UFC 183: Silva vs Diaz,0.0,mw,ko_tko,1,36,b347480405118de5,Ed Herman,Derek Brunson,2015-01-31,3.0,6.0,9.0,5.0,4.0,9.0,Ed Herman,73.0,77.0,Orthodox,,06f36cf4bd97ec77,Derek Brunson,73.0,77.0,Southpaw,,b1a3e0aca758b322
UFC 177: Dillashaw vs Soto,0.0,mw,dec_una,3,300,bd83e4a6f216230f,Lorenz Larkin,Derek Brunson,2014-08-30,3.0,0.0,3.0,5.0,4.0,9.0,Lorenz Larkin,71.0,72.0,Orthodox,,9450848a71d53776,Derek Brunson,73.0,77.0,Southpaw,,b1a3e0aca758b322
UFC Fight Night: Rockhold vs Philippou,1.0,mw,ko_tko,3,203,7e3609b672c7ecf9,Yoel Romero,Derek Brunson,2014-01-15,1.0,1.0,2.0,5.0,4.0,9.0,Yoel Romero,72.0,73.0,Southpaw,,f77c68bb4be8516d,Derek Brunson,73.0,77.0,Southpaw,,b1a3e0aca758b322
UFC 155: Dos Santos vs Velasquez II,0.0,mw,dec_una,3,300,bab948352454f302,Chris Leben,Derek Brunson,2012-12-29,5.0,3.0,8.0,5.0,4.0,9.0,Chris Leben,71.0,73.0,Southpaw,,d43a048a880efdff,Derek Brunson,73.0,77.0,Southpaw,,b1a3e0aca758b322
UFC 271: Adesanya vs. Whittaker 2,1.0,bw,sub,3,108,a0ba726da4a50458,Kyler Phillips,Marcelo Rojo,2022-02-12,1.0,3.0,4.0,2.0,0.0,2.0,Kyler Phillips,68.0,72.0,Orthodox,,60425d07ef4b91a7,Marcelo Rojo,68.0,71.0,Orthodox,,2804ce8dadab5770
UFC Fight Night: Edwards vs. Muhammad,1.0,ftw,ko_tko,3,271,bb7ce8a6ba7f7cc5,Charles Jourdain,Marcelo Rojo,2021-03-13,2.0,2.0,4.0,2.0,0.0,2.0,Charles Jourdain,69.0,69.0,Switch,,f1d64ae34e088832,Marcelo Rojo,68.0,71.0,Orthodox,,2804ce8dadab5770
UFC 271: Adesanya vs. Whittaker 2,1.0,lhw,dec_una,3,300,3bebd99d5f94bec7,Carlos Ulberg,Fabio Cherant,2022-02-12,0.0,5.0,5.0,3.0,0.0,3.0,Carlos Ulberg,76.0,77.0,Orthodox,,9014c02eff8b3d62,Fabio Cherant,73.0,74.0,Southpaw,,78a68f1dade6aaf7
UFC Fight Night: Cannonier vs. Gastelum,1.0,lhw,ko_tko,1,238,5e2ce5aa3a92c2df,William Knight,Fabio Cherant,2021-08-21,2.0,2.0,4.0,3.0,0.0,3.0,William Knight,70.0,73.0,Orthodox,,5da33b8fbfa5ee95,Fabio Cherant,73.0,74.0,Southpaw,,78a68f1dade6aaf7
UFC 260: Miocic vs. Ngannou,1.0,lhw,sub,1,71,48292a027df02443,Alonzo Menifield,Fabio Cherant,2021-03-27,2.0,6.0,8.0,3.0,0.0,3.0,Alonzo Menifield,72.0,76.0,Orthodox,,a495f599e787614f,Fabio Cherant,73.0,74.0,Southpaw,,78a68f1dade6aaf7
UFC 271: Adesanya vs. Whittaker 2,0.0,bw,dec_una,3,300,19e742ccaa09cf08,Mana Martinez,Ronnie Lawrence,2022-02-12,2.0,2.0,4.0,0.0,2.0,2.0,Mana Martinez,70.0,70.0,Orthodox,,c0386644627a7ee5,Ronnie Lawrence,68.0,68.0,Switch,,e7e01e266a9d4342
UFC Fight Night: Rozenstruik vs. Gane,0.0,bw,ko_tko,3,158,11a83369d49ad138,Vince Cachero,Ronnie Lawrence,2021-02-27,1.0,0.0,1.0,0.0,2.0,2.0,Vince Cachero,66.0,68.0,Orthodox,,ed2a8cc402173781,Ronnie Lawrence,68.0,68.0,Switch,,e7e01e266a9d4342
UFC Fight Night: Hermansson vs. Strickland,0.0,mw,dec_spl,3,300,ace166f26c2ac2e8,Punahele Soriano,Nick Maximov,2022-02-05,4.0,3.0,7.0,0.0,2.0,2.0,Punahele Soriano,71.0,72.0,Southpaw,,64facb6cc564262d,Nick Maximov,72.0,76.0,Southpaw,,12585614e0ed2626
UFC 266: Volkanovski vs. Ortega,0.0,mw,dec_una,3,300,d8189169b2c8a2aa,Cody Brundage,Nick Maximov,2021-09-25,3.0,1.0,4.0,0.0,2.0,2.0,Cody Brundage,72.0,72.0,Orthodox,1994-05-16,f14f644d41ade29f,Nick Maximov,72.0,76.0,Southpaw,,12585614e0ed2626
UFC Fight Night: Hermansson vs. Strickland,0.0,mw,dec_una,3,300,0489b42ac0ab6d4b,Tresean Gore,Bryan Battle,2022-02-05,1.0,0.0,1.0,0.0,1.0,1.0,Tresean Gore,72.0,75.0,Switch,,147e70aa6cc48cfc,Bryan Battle,73.0,77.0,Orthodox,,f626118b6da0e020
UFC Fight Night: Hermansson vs. Strickland,1.0,ftw,dec_spl,3,300,208c5dc52ccfd47a,Julian Erosa,Steven Peterson,2022-02-05,3.0,2.0,5.0,3.0,3.0,6.0,Julian Erosa,73.0,74.0,Southpaw,,902ec2cc48c8ae8a,Steven Peterson,70.0,70.0,Orthodox,1990-05-29,b93c06d09d1c4ac0
UFC 263: Adesanya vs. Vettori 2,0.0,ftw,dec_una,3,300,84cde29aebf6c00c,Chase Hooper,Steven Peterson,2021-06-12,2.0,5.0,7.0,3.0,3.0,6.0,Chase Hooper,73.0,74.0,Southpaw,,971246648e162f0d,Steven Peterson,70.0,70.0,Orthodox,1990-05-29,b93c06d09d1c4ac0
UFC Fight Night: Rodriguez vs. Stephens,0.0,ftw,ko_tko,2,91,49b2a6a93d529981,Martin Bravo,Steven Peterson,2019-09-21,2.0,0.0,2.0,3.0,3.0,6.0,Martin Bravo,68.0,71.0,Southpaw,,9c44f290f5726d95,Steven Peterson,70.0,70.0,Orthodox,1990-05-29,b93c06d09d1c4ac0
UFC Fight Night: Dos Anjos vs. Edwards,1.0,ftw,dec_una,3,300,96d33e46267d4eaf,Alex Caceres,Steven Peterson,2019-07-20,5.0,13.0,18.0,3.0,3.0,6.0,Alex Caceres,70.0,73.0,Southpaw,,7aa3d6964eff4877,Steven Peterson,70.0,70.0,Orthodox,1990-05-29,b93c06d09d1c4ac0
UFC Fight Night: Thompson vs. Pettis,1.0,ftw,dec_una,3,300,3812b265afd78186,Luis Pena,Steven Peterson,2019-03-23,1.0,4.0,5.0,3.0,3.0,6.0,Luis Pena,75.0,75.0,Southpaw,,2844b047183a1adb,Steven Peterson,70.0,70.0,Orthodox,1990-05-29,b93c06d09d1c4ac0
The Ultimate Fighter: Undefeated Finale,0.0,ftw,dec_spl,3,300,4d549f33c0711a7a,Matt Bessette,Steven Peterson,2018-07-06,2.0,0.0,2.0,3.0,3.0,6.0,Matt Bessette,70.0,70.0,Orthodox,,0b8d512c79b4baf3,Steven Peterson,70.0,70.0,Orthodox,1990-05-29,b93c06d09d1c4ac0
UFC Fight Night: Hermansson vs. Strickland,0.0,bw,sub,3,98,c816a969cb001168,Miles Johns,John Castaneda,2022-02-05,2.0,2.0,4.0,1.0,2.0,3.0,Miles Johns,67.0,66.0,Orthodox,,46e0d677f91bacc0,John Castaneda,66.0,71.0,Switch,,5fa2974cbd18e05c
UFC Fight Night: Blaydes vs. Lewis,0.0,bw,ko_tko,1,284,990c2378caec68d4,Eddie Wineland,John Castaneda,2021-02-20,6.0,4.0,10.0,1.0,2.0,3.0,Eddie Wineland,67.0,69.0,Orthodox,,fc9a9559a05f2704,John Castaneda,66.0,71.0,Switch,,5fa2974cbd18e05c
UFC Fight Night: Whittaker vs. Till,1.0,bw,dec_una,3,300,67db05bac9165722,Nathaniel Wood,John Castaneda,2020-07-25,0.0,5.0,5.0,1.0,2.0,3.0,Nathaniel Wood,66.0,69.0,Orthodox,1993-05-08,329e403448756217,John Castaneda,66.0,71.0,Switch,,5fa2974cbd18e05c
UFC Fight Night: Hermansson vs. Strickland,1.0,ftw,dec_una,3,300,84ebbad426d25713,Hakeem Dawodu,Michael Trizano,2022-02-05,1.0,5.0,6.0,1.0,1.0,2.0,Hakeem Dawodu,68.0,73.0,Orthodox,,2c9d00968f818270,Michael Trizano,71.0,71.0,Orthodox,,5bf31a46becc1204
UFC Fight Night: Rodriguez vs. Waterson,0.0,ftw,dec_una,3,300,4ffbadfb86284af5,Ludovit Klein,Michael Trizano,2021-05-08,1.0,0.0,1.0,1.0,1.0,2.0,Ludovit Klein,67.0,72.0,Southpaw,,5b86d491d63890c5,Michael Trizano,71.0,71.0,Orthodox,,5bf31a46becc1204
UFC Fight Night: Hermansson vs. Strickland,1.0,lhw,ko_tko,1,177,e82f15afac3dac93,Jailton Almeida,Danilo Marques,2022-02-05,0.0,3.0,3.0,2.0,2.0,4.0,Jailton Almeida,75.0,79.0,Orthodox,,41e83a89929d1327,Danilo Marques,78.0,77.0,Orthodox,,687c15b2eddfaa63
UFC Fight Night: Gane vs. Volkov,1.0,lhw,ko_tko,3,20,85099c6378ff87c5,Kennedy Nzechukwu,Danilo Marques,2021-06-26,2.0,5.0,7.0,2.0,2.0,4.0,Kennedy Nzechukwu,77.0,83.0,Southpaw,,8667caa0451d245b,Danilo Marques,78.0,77.0,Orthodox,,687c15b2eddfaa63
UFC Fight Night: Overeem vs. Volkov,0.0,lhw,sub,2,292,af8ea6db042674ef,Mike Rodriguez,Danilo Marques,2021-02-06,2.0,0.0,2.0,2.0,2.0,4.0,Mike Rodriguez,76.0,82.0,Southpaw,,18b602842a24f7c5,Danilo Marques,78.0,77.0,Orthodox,,687c15b2eddfaa63
UFC 253: Adesanya vs. Costa,0.0,lhw,dec_una,3,300,e10481ee3fda7080,Khadis Ibragimov,Danilo Marques,2020-09-26,2.0,0.0,2.0,2.0,2.0,4.0,Khadis Ibragimov,75.0,78.0,Orthodox,1995-05-21,c3218c810959d279,Danilo Marques,78.0,77.0,Orthodox,,687c15b2eddfaa63
UFC 270: Ngannou vs. Gane,1.0,bw,dec_una,3,300,9687021e5c4d092a,Tony Gravely,Saimon Oliveira,2022-01-22,1.0,2.0,3.0,1.0,0.0,1.0,Tony Gravely,65.0,69.0,Orthodox,,601964f9654f911a,Saimon Oliveira,64.0,72.0,Orthodox,,72ea1984c52019b5
UFC Fight Night: Kattar vs. Chikadze,1.0,ftw,dec_una,5,300,9dfcf675cf2c1575,Calvin Kattar,Giga Chikadze,2022-01-15,2.0,4.0,6.0,1.0,2.0,3.0,Calvin Kattar,71.0,72.0,Orthodox,,751de04455cfaac0,Giga Chikadze,72.0,74.0,Orthodox,,9560ff14eb3129f7
UFC Fight Night: Barboza vs. Chikadze,0.0,ftw,ko_tko,3,104,5cd1869013741767,Edson Barboza,Giga Chikadze,2021-08-28,8.0,11.0,19.0,1.0,2.0,3.0,Edson Barboza,71.0,75.0,Orthodox,,64a50dad704d1d49,Giga Chikadze,72.0,74.0,Orthodox,,9560ff14eb3129f7
UFC Fight Night: Hermansson vs. Cannonier,0.0,ftw,dec_spl,3,300,688908886d8ac900,Brandon Davis,Giga Chikadze,2019-09-28,1.0,1.0,2.0,1.0,2.0,3.0,Brandon Davis,70.0,72.0,Orthodox,1990-05-08,cc351e408bbb7d43,Giga Chikadze,72.0,74.0,Orthodox,,9560ff14eb3129f7
UFC Fight Night: Kattar vs. Chikadze,1.0,flw,dec_spl,3,300,8d89f3b8798f444d,Brandon Royval,Rogerio Bontorin,2022-01-15,0.0,3.0,3.0,1.0,1.0,2.0,Brandon Royval,69.0,68.0,Southpaw,,6e15f63b6c2e2c15,Rogerio Bontorin,65.0,67.0,Orthodox,,07a2bdaa0afdd831
UFC Fight Night: Assuncao vs. Moraes 2,0.0,flw,dec_spl,3,300,8f8a6c578308d014,Bibulatov Magomed,Rogerio Bontorin,2019-02-02,1.0,0.0,1.0,1.0,1.0,2.0,Bibulatov Magomed,65.0,65.0,Orthodox,,87f19d19f4cb73f8,Rogerio Bontorin,65.0,67.0,Orthodox,,07a2bdaa0afdd831
UFC Fight Night: Kattar vs. Chikadze,1.0,wflw,dec_una,3,300,f9a4e625dffc30d4,Katlyn Chookagian,Jennifer Maia,2022-01-15,3.0,9.0,12.0,3.0,3.0,6.0,Katlyn Chookagian,69.0,68.0,Orthodox,,e872e9a9a902c045,Jennifer Maia,64.0,64.0,Orthodox,,8e1f36476ef02a6a
UFC Fight Night: Brunson vs. Shahbazyan,0.0,wflw,sub,1,269,5885445f39dac389,Joanne Wood,Jennifer Maia,2020-08-01,5.0,6.0,11.0,3.0,3.0,6.0,Joanne Wood,66.0,65.0,Orthodox,,12f91bfa8f1f723b,Jennifer Maia,64.0,64.0,Orthodox,,8e1f36476ef02a6a
UFC 244: Masvidal vs. Diaz,1.0,wflw,dec_una,3,300,515ecc54219bcc4c,Katlyn Chookagian,Jennifer Maia,2019-11-02,3.0,9.0,12.0,3.0,3.0,6.0,Katlyn Chookagian,69.0,68.0,Orthodox,,e872e9a9a902c045,Jennifer Maia,64.0,64.0,Orthodox,,8e1f36476ef02a6a
UFC Fight Night: Dos Anjos vs. Edwards,0.0,wflw,dec_una,3,300,dd51d1aed9536da6,Roxanne Modafferi,Jennifer Maia,2019-07-20,6.0,4.0,10.0,3.0,3.0,6.0,Roxanne Modafferi,67.0,69.0,Orthodox,,4498b382c65a7faa,Jennifer Maia,64.0,64.0,Orthodox,,8e1f36476ef02a6a
UFC Fight Night: Thompson vs. Pettis,0.0,wflw,dec_una,3,300,8d70694ceeb0dc9a,Alexis Davis,Jennifer Maia,2019-03-23,3.0,7.0,10.0,3.0,3.0,6.0,Alexis Davis,66.0,68.0,Orthodox,,4c2d90e335e6df19,Jennifer Maia,64.0,64.0,Orthodox,,8e1f36476ef02a6a
